,Shape,Carat Weight,Color,Clarity,Cut,Certification,Depth %,Table %,Polish,Symmetry,Cut Grade,Measurements,Length to Width,Girdle,Culet,Fluorescence,Stock Number,Price
5316,Round,0.71 ct.,H,VS2,Super Ideal,GIA,61.7 %,60 %,Excellent,Excellent,Excellent,5.70x5.73x3.53 mm,1.01,Medium - Sl. Thick,None,None,D113588502,"$2,704"
5317,Round,0.72 ct.,H,VS2,Super Ideal,GIA,63.2 %,57 %,Excellent,Excellent,Excellent,5.68 x 5.71 x 3.60 mm,1.01,n/a,None,None,D112769353,"$2,705"
5318,Round,0.72 ct.,H,VS2,Super Ideal,GIA,60.6 %,57 %,Excellent,Excellent,Excellent,5.81 x 5.83 x 3.52 mm,1.00,n/a,None,Faint,D113010962,"$2,705"
5319,Round,0.70 ct.,E,VS1,Super Ideal,GIA,62.5 %,54 %,Excellent,Very Good,Excellent,5.68x5.71x3.56 mm,1.01,Thin - Sl. Thick,None,Faint,D113694534,"$2,705"
5320,Round,0.70 ct.,G,SI1,Super Ideal,GIA,62.0 %,58 %,Excellent,Excellent,Excellent,5.67x5.71x3.52 mm,1.01,Thin - Medium,None,None,D113845828,"$2,705"
5321,Round,0.50 ct.,D,IF,Super Ideal,GIA,62.2 %,58 %,Excellent,Excellent,Excellent,5.06x5.09x3.15 mm,1.01,n/a,None,Faint,D112764534,"$2,706"
5322,Round,0.80 ct.,F,SI1,Super Ideal,GIA,61.5 %,55 %,Excellent,Excellent,Excellent,5.97x6x3.68 mm,1.01,n/a,None,Faint,D113090893,"$2,706"
5323,Round,0.80 ct.,F,SI1,Ideal,GIA,63.6 %,58 %,Excellent,Very Good,Excellent,5.82x5.9x3.73 mm,1.01,n/a,None,None,D113261483,"$2,706"
5324,Round,0.74 ct.,H,VVS2,Super Ideal,GIA,62.8 %,55 %,Excellent,Excellent,Excellent,5.75x5.77x3.62 mm,1.00,n/a,None,Faint,D113588122,"$2,706"
5325,Round,0.70 ct.,I,VVS1,Super Ideal,GIA,62.2 %,56 %,Excellent,Excellent,Excellent,5.66x5.69x3.53 mm,1.01,Medium - Sl. Thick,None,None,D113846985,"$2,706"
5326,Round,0.80 ct.,D,SI2,Super Ideal,GIA,61.4 %,56 %,Excellent,Excellent,Excellent,5.95x5.98x3.66 mm,1.01,Sl. Thick,None,None,D112549719,"$2,708"
5327,Round,0.52 ct.,E,FL,Super Ideal,GIA,62.3 %,57 %,Excellent,Excellent,Excellent,5.13x5.17x3.2 mm,1.01,n/a,None,None,D112846492,"$2,708"
5328,Round,0.52 ct.,E,FL,Super Ideal,GIA,62.2 %,57 %,Excellent,Excellent,Excellent,5.11x5.15x3.19 mm,1.01,Medium,None,None,D112846493,"$2,708"
5329,Round,0.74 ct.,F,SI2,Super Ideal,GIA,61.5 %,57 %,Excellent,Excellent,Excellent,5.86x5.82x3.59 mm,1.01,n/a,None,None,D112983593,"$2,708"
5330,Round,0.70 ct.,E,VS2,Super Ideal,GIA,63.0 %,57 %,Excellent,Excellent,Excellent,5.62x5.67x3.56 mm,1.01,n/a,None,Faint,D113038979,"$2,708"
5331,Round,0.70 ct.,F,VS2,Super Ideal,GIA,62.6 %,56 %,Excellent,Very Good,Excellent,5.63x5.67x3.54 mm,1.01,Medium - Sl. Thick,None,None,D113494001,"$2,708"
5332,Round,0.90 ct.,K,VS1,Super Ideal,GIA,62.8 %,58 %,Excellent,Very Good,Excellent,6.10x6.18x3.85 mm,1.01,Thin - Sl. Thick,None,None,D113631156,"$2,708"
5333,Round,0.74 ct.,I,IF,Super Ideal,GIA,59.7 %,59 %,Excellent,Excellent,Excellent,5.89x5.93x3.53 mm,1.01,Thin - Sl. Thick,None,None,D113685133,"$2,708"
5334,Round,0.70 ct.,G,VVS2,Excellent,GIA,64.0 %,57 %,Excellent,Very Good,Very Good,5.53x5.58x3.56 mm,1.01,n/a,n/a,None,D113844132,"$2,708"
5335,Round,0.50 ct.,E,VS1,Very Good,GIA,66.3 %,54 %,Excellent,Very Good,Fair,4.83x4.77x3.18 mm,1.01,n/a,n/a,None,D13234347,"$2,709"
5336,Round,0.70 ct.,F,VS1,Excellent,GIA,63.9 %,57 %,Very Good,Very Good,Very Good,5.55 x 5.58 x 3.56 mm,1.01,n/a,None,None,D112846067,"$2,709"
5337,Round,0.70 ct.,E,VS2,Super Ideal,GIA,61.5 %,59 %,Excellent,Excellent,Excellent,5.68 x 5.71 x 3.51 mm,1.01,n/a,None,Medium,D112846103,"$2,709"
5338,Round,0.70 ct.,F,VS2,Super Ideal,GIA,61.1 %,59 %,Excellent,Excellent,Excellent,5.71x5.75x3.5 mm,1.01,n/a,None,Faint,D113122590,"$2,709"
5339,Round,0.73 ct.,F,VS1,Super Ideal,GIA,61.3 %,60 %,Excellent,Excellent,Excellent,5.73x5.78x3.53 mm,1.01,n/a,n/a,Faint,D113336477,"$2,709"
5340,Round,0.70 ct.,F,VS2,Super Ideal,GIA,62.2 %,56 %,Excellent,Excellent,Excellent,5.71x5.69x3.55 mm,1.00,Medium,None,Faint,D113567674,"$2,709"
5341,Round,0.70 ct.,E,SI1,Super Ideal,GIA,59.8 %,59 %,Excellent,Excellent,Excellent,5.79x5.81x3.47 mm,1.00,Medium,None,None,D112835721,"$2,710"
5342,Round,0.80 ct.,E,SI1,Very Good,GIA,65.2 %,56 %,Excellent,Good,Very Good,5.67x5.8x3.74 mm,1.02,Medium - Thick,None,None,D113261464,"$2,710"
5343,Round,0.80 ct.,E,SI1,Super Ideal,GIA,61.8 %,59 %,Excellent,Excellent,Excellent,5.98x5.96x3.69 mm,1.00,Medium - Sl. Thick,None,Medium,D113262563,"$2,710"
5344,Round,0.82 ct.,G,VS1,Super Ideal,GIA,61.2 %,60 %,Excellent,Excellent,Excellent,6.02x6.06x3.7 mm,1.01,n/a,None,None,D113273085,"$3,800"
5345,Round,0.91 ct.,H,VS1,Ideal,GIA,63.7 %,56 %,Excellent,Excellent,Excellent,6.11x6.15x3.9 mm,1.01,n/a,None,Faint,D113563179,"$3,800"
5346,Round,0.92 ct.,E,SI1,Very Good,GIA,59.8 %,66 %,Very Good,Good,Very Good,6.26x6.27x3.75 mm,1.00,Thick,None,None,D113565573,"$3,800"
5347,Round,1.02 ct.,K,VVS1,Super Ideal,GIA,62.3 %,59 %,Excellent,Excellent,Excellent,6.43x6.38x3.99 mm,1.01,Sl. Thick,n/a,Faint,D113673437,"$3,800"
5348,Round,0.75 ct.,D,VVS2,Super Ideal,GIA,63.5 %,57 %,Excellent,Excellent,Excellent,5.74x5.77x3.65 mm,1.01,n/a,None,None,D113031310,"$3,801"
5349,Round,0.80 ct.,E,VS1,Super Ideal,GIA,62.1 %,59 %,Excellent,Excellent,Excellent,5.89x5.92x3.67 mm,1.01,n/a,None,Faint,D113185858,"$3,801"
5350,Round,0.76 ct.,G,VVS1,Super Ideal,GIA,62.4 %,60 %,Excellent,Excellent,Excellent,5.81x5.83x3.63 mm,1.00,Medium - Sl. Thick,None,None,D113457844,"$3,801"
5351,Round,0.82 ct.,F,VS2,Super Ideal,GIA,62.7 %,57 %,Excellent,Excellent,Excellent,5.92 x 5.97 x 3.73 mm,1.01,n/a,None,None,D113690466,"$3,801"
5352,Round,1.00 ct.,J,VS2,Very Good,GIA,64.8 %,57 %,Very Good,Good,Very Good,6.20 x 6.23 x 4.03 mm,1.00,n/a,None,None,D113370308,"$3,802"
5353,Round,1.00 ct.,J,VS2,Excellent,GIA,62.3 %,61 %,Excellent,Very Good,Very Good,6.29 x 6.33 x 3.93 mm,1.01,n/a,None,Medium,D113832850,"$3,802"
5354,Round,0.66 ct.,D,VVS1,Super Ideal,GIA,61.5 %,60 %,Excellent,Excellent,Excellent,5.57 x 5.60 x 3.43 mm,1.01,n/a,None,None,D113148283,"$3,804"
5355,Round,0.92 ct.,I,VVS2,Super Ideal,GIA,62.1 %,58 %,Excellent,Excellent,Excellent,6.21x6.16x3.84 mm,1.01,Sl. Thick,n/a,None,D113367045,"$3,804"
5356,Round,1.02 ct.,K,VS1,Ideal,GIA,61.1 %,61 %,Excellent,Excellent,Excellent,6.48x6.50x3.97 mm,1.00,Medium - Sl. Thick,None,Faint,D113540519,"$3,804"
5357,Round,0.80 ct.,G,VVS2,Super Ideal,GIA,60.7 %,60 %,Excellent,Excellent,Excellent,6.00x5.96x3.63 mm,1.01,n/a,None,None,D113400486,"$3,806"
5358,Round,0.80 ct.,D,VS2,Super Ideal,GIA,62.7 %,55 %,Excellent,Excellent,Excellent,5.90 x 5.94 x 3.72 mm,1.01,n/a,None,None,D113552092,"$3,806"
5359,Round,0.90 ct.,J,VVS2,Super Ideal,GIA,63.4 %,57 %,Excellent,Excellent,Excellent,6.1x6.13x3.88 mm,1.00,Medium - Sl. Thick,None,None,D113573805,"$3,806"
5360,Round,0.83 ct.,D,VS1,Super Ideal,GIA,62.9 %,57 %,Excellent,Excellent,Excellent,5.94 x 5.98 x 3.75 mm,1.01,n/a,None,Faint,D113690735,"$3,806"
5361,Round,0.86 ct.,E,VS2,Super Ideal,GIA,62.4 %,58 %,Excellent,Excellent,Excellent,6.07x6.04x3.78 mm,1.00,n/a,None,Faint,D112112788,"$3,807"
5362,Round,0.90 ct.,F,SI1,Ideal,GIA,59.6 %,62 %,Excellent,Excellent,Excellent,6.24x6.28x3.73 mm,1.01,n/a,None,None,D112927527,"$3,807"
5363,Round,0.90 ct.,H,VVS2,Ideal,GIA,64.0 %,57 %,Excellent,Excellent,Very Good,6.02x6.05x3.86 mm,1.00,Sl. Thick - Thick,None,None,D113616410,"$3,807"
5364,Round,1.00 ct.,K,VVS1,Excellent,GIA,64.1 %,58 %,Excellent,Very Good,Very Good,6.24x6.3x4.02 mm,1.01,Sl. Thick - Thick,None,Faint,D112962168,"$3,808"
5365,Round,1.03 ct.,K,VS2,Ideal,GIA,60.6 %,61 %,Excellent,Excellent,Excellent,6.48x6.51x3.94 mm,1.00,n/a,None,None,D113276475,"$3,808"
5366,Round,1.18 ct.,K,SI2,Super Ideal,GIA,62.0 %,57 %,Excellent,Excellent,Excellent,6.74x6.78x4.19 mm,1.01,Thin - Medium,None,Faint,D112120755,"$3,809"
5367,Round,0.90 ct.,D,SI1,Super Ideal,GIA,62.3 %,60 %,Excellent,Excellent,Excellent,6.14 x 6.17 x 3.83 mm,1.00,n/a,None,Faint,D112145440,"$3,809"
5368,Round,0.90 ct.,D,SI1,Super Ideal,GIA,62.5 %,59 %,Excellent,Very Good,Excellent,6.12 x 6.14 x 3.83 mm,1.00,n/a,None,Faint,D112763922,"$3,809"
5369,Round,0.90 ct.,D,SI1,Super Ideal,GIA,62.9 %,58 %,Excellent,Excellent,Excellent,6.12 x 6.16 x 3.86 mm,1.01,n/a,None,Strong,D113011384,"$3,809"
5370,Round,0.80 ct.,E,VS2,Super Ideal,GIA,62.2 %,58 %,Excellent,Excellent,Excellent,5.91 x 5.95 x 3.69 mm,1.01,n/a,None,None,D113184208,"$3,809"
5371,Round,0.90 ct.,D,SI1,Super Ideal,GIA,62.5 %,57 %,Excellent,Excellent,Excellent,6.12 x 6.15 x 3.83 mm,1.00,n/a,None,Strong,D113189994,"$3,809"
5372,Round,0.82 ct.,F,VS2,Super Ideal,GIA,62.3 %,59 %,Excellent,Excellent,Excellent,5.96 x 5.98 x 3.72 mm,1.00,n/a,None,None,D113620500,"$3,809"
5373,Round,1.01 ct.,K,VS2,Super Ideal,GIA,62.1 %,57 %,Excellent,Excellent,Excellent,6.40 x 6.45 x 3.99 mm,1.01,n/a,None,None,D113690975,"$3,809"
5374,Round,0.50 ct.,E,IF,Super Ideal,GIA,60.1 %,60 %,Excellent,Excellent,Excellent,5.21x5.16x3.12 mm,1.01,Thin - Sl. Thick,None,None,D13234137,"$3,810"
5375,Round,0.90 ct.,K,VS2,Very Good,GIA,66.9 %,58 %,Excellent,Very Good,Good,5.92x5.84x3.94 mm,1.01,n/a,None,None,D13234821,"$3,810"
5376,Round,0.80 ct.,F,VS1,Super Ideal,GIA,62.5 %,57 %,Excellent,Excellent,Excellent,5.93 x 5.96 x 3.71 mm,1.01,n/a,None,None,D113478130,"$3,810"
5377,Round,1.02 ct.,G,SI2,Ideal,GIA,63.5 %,57 %,Excellent,Very Good,Very Good,6.35x6.27x4 mm,1.01,Sl. Thick - Thick,n/a,None,D113618484,"$3,810"
5378,Round,1.01 ct.,K,VS2,Super Ideal,GIA,62.6 %,56 %,Excellent,Excellent,Excellent,6.35x6.38x3.98 mm,1.00,Medium - Sl. Thick,None,None,D113788052,"$3,810"
5379,Round,1.01 ct.,E,SI2,Super Ideal,GIA,62.8 %,55 %,Excellent,Excellent,Excellent,6.36x6.4x4.01 mm,1.01,n/a,None,Strong,D112313005,"$3,811"
5380,Round,0.75 ct.,D,VS1,Super Ideal,GIA,63.1 %,56 %,Excellent,Excellent,Excellent,5.78x5.75x3.64 mm,1.01,n/a,None,None,D113304435,"$3,812"
5381,Round,0.75 ct.,D,VS1,Super Ideal,GIA,61.4 %,58 %,Excellent,Excellent,Excellent,5.83x5.80x3.57 mm,1.01,n/a,None,None,D113344340,"$3,812"
5382,Round,1.00 ct.,J,SI2,Super Ideal,GIA,63.3 %,57 %,Excellent,Excellent,Excellent,6.31x6.36x4.01 mm,1.01,n/a,None,Faint,D112317999,"$3,814"
5383,Round,0.80 ct.,F,VS2,Excellent,GIA,58.7 %,62 %,Excellent,Excellent,Excellent,6.05x6.09x3.56 mm,1.01,n/a,None,None,D112649376,"$3,814"
5384,Round,1.01 ct.,G,SI2,Excellent,GIA,64.4 %,58 %,Excellent,Very Good,Very Good,6.32x6.23x4.04 mm,1.01,Medium - Thick,None,None,D112739113,"$3,814"
5385,Round,0.80 ct.,G,VVS1,Ideal,GIA,63.1 %,56 %,Excellent,Very Good,Excellent,5.88x5.92x3.72 mm,1.01,Thin - Sl. Thick,None,None,D113004288,"$3,814"
5386,Round,0.80 ct.,G,VVS1,Ideal,GIA,63.1 %,56 %,Excellent,Very Good,Excellent,5.87x5.92x3.72 mm,1.01,Thin - Sl. Thick,None,None,D113116267,"$3,814"
5387,Round,0.57 ct.,D,FL,Super Ideal,GIA,61.5 %,57 %,Excellent,Excellent,Excellent,5.33x5.31x3.27 mm,1.00,n/a,n/a,None,D113238121,"$3,814"
5388,Round,0.72 ct.,E,IF,Super Ideal,GIA,62.8 %,57 %,Excellent,Excellent,Excellent,5.68x5.72x3.58 mm,1.01,n/a,n/a,None,D113245530,"$3,814"
5389,Round,1.01 ct.,F,SI1,Very Good,GIA,67.4 %,58 %,Excellent,Good,Good,6.11x5.98x4.07 mm,1.02,V. Thick,None,Strong,D111991473,"$3,815"
5390,Round,0.61 ct.,D,VVS1,Super Ideal,GIA,59.8 %,59 %,Excellent,Excellent,Excellent,5.53x5.54x3.31 mm,1.00,Medium,None,None,D112962771,"$3,815"
5391,Round,0.81 ct.,D,VS1,Super Ideal,GIA,62.6 %,57 %,Excellent,Excellent,Excellent,5.92x5.96x3.72 mm,1.01,Sl. Thick,None,Medium,D113460237,"$3,815"
5392,Round,1.00 ct.,I,VS1,Very Good,GIA,63.1 %,60 %,Very Good,Very Good,Good,6.26x6.29x3.96 mm,1.00,Thin - Thick,None,Faint,D110063141,"$4,800"
5393,Round,1.33 ct.,K,VS2,Super Ideal,GIA,62.6 %,58 %,Excellent,Excellent,Excellent,6.95 x 6.99 x 4.36 mm,1.01,n/a,None,None,D113525902,"$4,800"
5394,Round,1.01 ct.,J,VVS1,Super Ideal,GIA,59.7 %,60 %,Excellent,Excellent,Excellent,6.53x6.50x3.89 mm,1.00,Sl. Thick,None,Faint,D112111854,"$4,801"
5395,Round,1.01 ct.,J,VVS1,Super Ideal,GIA,61.5 %,60 %,Excellent,Excellent,Excellent,6.4x6.44x3.95 mm,1.01,n/a,None,Faint,D112317810,"$4,801"
5396,Round,1.01 ct.,I,VS2,Excellent,GIA,64.2 %,59 %,Excellent,Excellent,Very Good,6.21x6.27x4.01 mm,1.01,Thin - Thick,None,None,D113151464,"$4,801"
5397,Round,1.00 ct.,J,VVS2,Super Ideal,GIA,61.2 %,60 %,Excellent,Excellent,Excellent,6.4x6.43x3.92 mm,1.00,n/a,None,Faint,D112317635,"$4,802"
5398,Round,1.20 ct.,I,SI2,Super Ideal,GIA,62.3 %,57 %,Excellent,Excellent,Excellent,6.81x6.77x4.23 mm,1.01,Medium - Sl. Thick,None,Faint,D112435970,"$4,802"
5399,Round,1.00 ct.,H,SI1,Excellent,GIA,64.4 %,57 %,Excellent,Very Good,Very Good,6.2x6.27x4.01 mm,1.01,Sl. Thick - Thick,None,None,D113586829,"$4,802"
5400,Round,1.16 ct.,I,VS2,Super Ideal,GIA,61.9 %,57 %,Excellent,Excellent,Excellent,6.73x4.15x6.69 mm,1.62,n/a,n/a,Strong,D113644503,"$4,804"
5401,Round,0.80 ct.,E,VVS2,Super Ideal,GIA,60.8 %,58 %,Excellent,Excellent,Excellent,6x6.04x3.66 mm,1.01,n/a,None,None,D113277890,"$4,806"
5402,Round,1.01 ct.,E,SI1,Ideal,GIA,59.5 %,61 %,Excellent,Excellent,Excellent,6.47 x 6.52 x 3.87 mm,1.01,n/a,None,Strong,D113477835,"$4,806"
5403,Round,0.81 ct.,E,VVS2,Super Ideal,GIA,60.0 %,59 %,Excellent,Excellent,Excellent,6.02x6.06x3.62 mm,1.01,n/a,None,None,D113277782,"$4,807"
5404,Round,1.00 ct.,F,SI1,Super Ideal,GIA,62.7 %,53 %,Excellent,Excellent,Excellent,6.35 x 6.39 x 3.99 mm,1.01,n/a,None,Faint,D113549495,"$4,807"
5405,Round,1.00 ct.,J,VVS1,Super Ideal,GIA,62.9 %,56 %,Excellent,Very Good,Excellent,6.29x6.38x3.99 mm,1.01,Medium - Sl. Thick,None,Strong,D113651814,"$4,807"
5406,Round,1.01 ct.,I,IF,Very Good,GIA,64.7 %,56 %,Excellent,Very Good,Very Good,6.3x6.21x4.05 mm,1.01,Sl. Thick - Thick,n/a,Strong,D113673446,"$4,807"
5407,Round,1.50 ct.,K,SI1,Very Good,GIA,66.5 %,58 %,Excellent,Very Good,Good,6.89 x 7.00 x 4.62 mm,1.02,n/a,None,None,D113690564,"$4,807"
5408,Round,1.00 ct.,I,VS1,Excellent,GIA,64.3 %,56 %,Excellent,Very Good,Very Good,6.22x6.16x3.98 mm,1.01,n/a,n/a,None,D15052621,"$4,809"
5409,Round,0.90 ct.,F,VVS2,Excellent,GIA,64.5 %,56 %,Excellent,Very Good,Very Good,6.04x5.98x3.87 mm,1.01,Medium - Thick,None,None,D112737344,"$4,809"
5410,Round,1.00 ct.,F,VS2,Good,GIA,66.8 %,57 %,Excellent,Good,Fair,6.03x6.15x4.07 mm,1.02,Sl. Thick - V. Thick,None,None,D113475798,"$4,809"
5411,Round,1.00 ct.,I,VS1,Excellent,GIA,63.9 %,58 %,Excellent,Very Good,Very Good,6.21x6.28x3.99 mm,1.01,Sl. Thick - Thick,None,Strong,D113651903,"$4,809"
5412,Round,1.00 ct.,I,VS1,Excellent,GIA,63.9 %,58 %,Excellent,Good,Very Good,6.13x6.27x3.96 mm,1.02,Sl. Thick - Thick,None,Faint,D113682907,"$4,809"
5413,Round,1.00 ct.,H,VS2,Excellent,GIA,63.8 %,56 %,Excellent,Good,Very Good,6.25x6.33x4.02 mm,1.01,Medium - Sl. Thick,None,Medium,D113848375,"$4,810"
5414,Round,0.96 ct.,I,VVS1,Super Ideal,GIA,62.9 %,55 %,Excellent,Excellent,Excellent,6.27x6.29x3.95 mm,1.00,Medium,n/a,Faint,D113315292,"$4,811"
5415,Round,1.02 ct.,G,SI2,Super Ideal,GIA,62.6 %,57 %,Excellent,Excellent,Excellent,6.43 x 6.46 x 4.03 mm,1.00,n/a,None,None,D113633905,"$4,811"
5416,Round,0.90 ct.,E,VS1,Super Ideal,GIA,62.6 %,58 %,Excellent,Excellent,Excellent,6.1x6.14x3.83 mm,1.01,Medium - Sl. Thick,None,Medium,D113651717,"$4,812"
5417,Round,0.90 ct.,F,SI1,Ideal,GIA,60.7 %,61 %,Excellent,Excellent,Excellent,6.21x6.24x3.78 mm,1.00,n/a,None,None,D112543601,"$4,814"
5418,Round,0.90 ct.,H,VS2,Super Ideal,GIA,62.6 %,56 %,Excellent,Excellent,Excellent,6.17x6.21x3.87 mm,1.01,n/a,None,None,D112983657,"$4,814"
5419,Round,1.21 ct.,J,SI1,Super Ideal,GIA,60.5 %,60 %,Excellent,Excellent,Excellent,6.89x6.91x4.18 mm,1.00,Medium - Sl. Thick,None,Strong,D113530651,"$4,814"
5420,Round,1.07 ct.,K,VVS2,Super Ideal,GIA,62.3 %,58 %,Excellent,Excellent,Excellent,6.49x6.52x4.05 mm,1.00,Medium - Sl. Thick,None,Faint,D113692087,"$4,814"
5421,Round,1.00 ct.,E,SI2,Ideal,GIA,61.4 %,62 %,Excellent,Excellent,Excellent,6.39x6.41x3.93 mm,1.00,Thin - Sl. Thick,None,Faint,D112007928,"$4,815"
5422,Round,1.00 ct.,E,SI2,Ideal,GIA,63.2 %,60 %,Excellent,Very Good,Excellent,6.29x6.34x3.99 mm,1.01,Sl. Thick,None,None,D112808062,"$4,815"
5423,Round,1.00 ct.,E,SI2,Super Ideal,GIA,62.8 %,57 %,Excellent,Very Good,Excellent,6.33x6.37x3.99 mm,1.01,Medium - Sl. Thick,None,None,D113479554,"$4,815"
5424,Round,1.09 ct.,H,SI2,Super Ideal,GIA,62.3 %,57 %,Excellent,Excellent,Excellent,6.54x6.59x4.09 mm,1.01,n/a,None,None,D112896411,"$4,817"
5425,Round,1.00 ct.,K,IF,Super Ideal,GIA,62.9 %,57 %,Excellent,Excellent,Excellent,6.36x6.39x4.01 mm,1.00,Medium - Sl. Thick,None,None,D113493423,"$4,817"
5426,Round,0.90 ct.,D,SI2,Super Ideal,GIA,63.4 %,56 %,Excellent,Excellent,Excellent,6.11x6.14x3.88 mm,1.00,n/a,None,None,D112318129,"$4,820"
5427,Round,1.07 ct.,I,SI2,Super Ideal,GIA,60.2 %,60 %,Excellent,Excellent,Excellent,6.64x6.61x3.99 mm,1.00,n/a,None,None,D112318255,"$4,820"
5428,Round,1.00 ct.,F,SI2,Excellent,GIA,64.4 %,59 %,Excellent,Very Good,Very Good,6.2x6.25x4.01 mm,1.01,Sl. Thick - Thick,None,None,D113113426,"$4,820"
5429,Round,1.00 ct.,H,SI2,Ideal,GIA,61.4 %,61 %,Excellent,Excellent,Excellent,6.41x6.45x3.94 mm,1.01,n/a,None,None,D111953151,"$4,821"
5430,Round,1.02 ct.,H,SI1,Very Good,GIA,65.4 %,57 %,Very Good,Excellent,Good,6.2x6.23x4.06 mm,1.00,Thin - V. Thick,None,None,D17097703,"$4,822"
5431,Round,0.90 ct.,F,VS2,Super Ideal,GIA,62.8 %,55 %,Excellent,Excellent,Excellent,6.13x6.18x3.87 mm,1.01,n/a,None,None,D112888648,"$4,823"
5432,Round,1.00 ct.,H,SI2,Ideal,GIA,62.0 %,61 %,Excellent,Excellent,Excellent,6.36x6.41x3.96 mm,1.01,n/a,None,None,D113176143,"$4,823"
5433,Round,0.90 ct.,F,VS2,Ideal,GIA,61.5 %,61 %,Excellent,Excellent,Excellent,6.19x6.2x3.81 mm,1.00,Sl. Thick,None,Faint,D113572217,"$4,823"
5434,Round,1.01 ct.,G,SI2,Super Ideal,GIA,62.5 %,59 %,Excellent,Excellent,Excellent,6.38 x 6.41 x 4.00 mm,1.00,n/a,None,None,D113690707,"$4,824"
5435,Round,1.03 ct.,J,VS1,Super Ideal,GIA,62.7 %,57 %,Excellent,Excellent,Excellent,6.42x6.46x4.04 mm,1.01,Medium - Sl. Thick,None,None,D113788273,"$4,825"
5436,Round,1.01 ct.,I,SI1,Super Ideal,GIA,62.7 %,57 %,Excellent,Excellent,Excellent,6.40x6.42x4.02 mm,1.00,Medium - Sl. Thick,None,None,D113848527,"$4,825"
5437,Round,1.01 ct.,I,SI1,Good,GIA,57.8 %,62 %,Very Good,Very Good,Very Good,6.54x6.56x3.79 mm,1.00,Sl. Thick - Thick,None,None,D113579428,"$4,826"
5438,Round,1.05 ct.,J,VVS2,Super Ideal,GIA,62.2 %,57 %,Excellent,Excellent,Excellent,6.47 x 6.51 x 4.04 mm,1.01,n/a,None,Medium,D113620906,"$4,826"
5439,Round,1.02 ct.,F,SI2,Ideal,GIA,63.2 %,57 %,Excellent,Very Good,Excellent,6.39x6.44x4.05 mm,1.01,Medium - Sl. Thick,None,None,D1176007,"$5,801"
5440,Round,1.02 ct.,G,SI1,Super Ideal,GIA,60.7 %,60 %,Excellent,Excellent,Excellent,6.54x6.49x3.96 mm,1.01,n/a,None,None,D113635867,"$5,801"
5441,Round,0.91 ct.,H,VVS1,Super Ideal,GIA,62.1 %,59 %,Excellent,Excellent,Excellent,6.18x6.22x3.85 mm,1.01,Sl. Thick,None,None,D11323635,"$5,804"
5442,Round,1.00 ct.,F,SI1,Super Ideal,GIA,62.2 %,58 %,Excellent,Excellent,Excellent,6.36 x 6.40 x 3.96 mm,1.01,n/a,None,None,D113552600,"$5,804"
5443,Round,1.09 ct.,I,VS2,Super Ideal,GIA,61.5 %,58 %,Excellent,Excellent,Excellent,6.64x6.6x4.07 mm,1.01,Thin - Sl. Thick,n/a,None,D113445811,"$5,809"
5444,Round,1.20 ct.,G,SI2,Super Ideal,GIA,62.1 %,60 %,Excellent,Excellent,Excellent,6.76x6.8x4.21 mm,1.01,Thin - Sl. Thick,None,None,D113455810,"$5,809"
5445,Round,1.20 ct.,G,SI2,Super Ideal,GIA,60.8 %,59 %,Excellent,Excellent,Excellent,6.85x6.89x4.18 mm,1.01,Thin - Sl. Thick,None,None,D113455811,"$5,809"
5446,Round,1.01 ct.,F,SI1,Super Ideal,GIA,62.3 %,56 %,Excellent,Excellent,Excellent,6.38 x 6.43 x 3.99 mm,1.01,n/a,None,None,D113478336,"$5,811"
5447,Round,1.30 ct.,K,VVS2,Ideal,GIA,62.0 %,61 %,Excellent,Excellent,Excellent,6.95x6.99x4.32 mm,1.01,Sl. Thick,None,Medium,D113626457,"$5,811"
5448,Round,1.00 ct.,H,VS1,Very Good,GIA,65.4 %,56 %,Very Good,Very Good,Very Good,6.21x6.12x4.03 mm,1.01,n/a,n/a,None,D15052647,"$5,812"
5449,Round,1.13 ct.,H,SI1,Super Ideal,GIA,62.6 %,56 %,Excellent,Excellent,Excellent,6.64x6.60x4.15 mm,1.01,n/a,None,None,D112090154,"$5,812"
5450,Round,1.21 ct.,J,VS1,Super Ideal,GIA,62.0 %,59 %,Excellent,Excellent,Excellent,6.78x6.83x4.22 mm,1.01,n/a,None,None,D112854962,"$5,812"
5451,Round,1.09 ct.,H,SI1,Super Ideal,GIA,62.4 %,59 %,Excellent,Excellent,Excellent,6.54x6.56x4.09 mm,1.00,n/a,None,None,D113277645,"$5,813"
5452,Round,1.39 ct.,J,SI2,Super Ideal,GIA,62.5 %,58 %,Excellent,Excellent,Excellent,7.07x7.12x4.44 mm,1.01,Medium - Sl. Thick,n/a,None,D113848526,"$5,814"
5453,Round,1.00 ct.,D,VS1,Very Good,GIA,65.6 %,59 %,Excellent,Good,Good,6.16x6.03x4 mm,1.02,n/a,None,Faint,D112839911,"$5,815"
5454,Round,1.00 ct.,D,SI1,Ideal,GIA,63.5 %,57 %,Excellent,Very Good,Very Good,6.22x6.29x3.97 mm,1.01,Sl. Thick - Thick,None,None,D112894076,"$5,816"
5455,Round,1.00 ct.,F,VS2,Super Ideal,GIA,62.6 %,57 %,Excellent,Very Good,Excellent,6.31x6.37x3.97 mm,1.01,Sl. Thick,None,Faint,D113277557,"$5,816"
