Carat Weight,Color,Clarity,Cut,Depth %,Table %,Polish,Symmetry,Cut Grade,Length to Width,Culet,Fluorescence,Price
0.7,2,6,2,60.8,61.0,1,1,1,1.01,1,0,3418
0.93,7,4,1,62.6,58.0,1,1,1,1.01,1,2,3418
0.7,1,6,2,61.4,61.0,1,1,1,1.01,1,0,3418
1.0,8,4,4,64.5,57.0,2,2,2,1.01,1,1,3419
1.0,6,7,3,62.8,53.0,1,3,3,1.01,1,0,3419
0.8,3,3,4,64.6,57.0,2,2,2,1.01,1,2,3419
1.0,7,8,1,62.9,56.0,1,1,1,1.0,1,2,3419
0.91,6,6,1,62.7,58.0,1,1,1,1.01,1,0,3420
0.8,2,6,1,62.6,55.0,1,1,1,1.01,1,1,3420
0.86,1,6,1,61.8,59.0,2,1,1,1.0,1,3,3420
0.9,1,7,1,61.9,60.0,1,1,1,1.01,1,3,3422
0.75,1,6,1,63.2,55.0,1,1,1,1.01,1,0,3422
0.9,7,5,2,62.3,60.0,1,2,1,1.01,0,0,3422
1.0,8,7,1,62.6,58.0,1,1,1,1.01,1,3,3422
0.81,2,5,1,62.7,56.0,1,1,1,1.01,1,2,3423
0.82,3,5,1,60.9,60.0,1,1,1,1.0,1,3,3424
1.01,2,8,4,61.9,64.0,2,2,2,1.01,1,0,3424
1.0,8,6,2,63.6,56.0,1,2,1,1.01,0,0,3427
0.8,2,6,1,60.3,60.0,1,1,1,1.01,1,1,3427
0.8,5,4,1,61.4,60.0,1,1,1,1.01,1,0,3427
1.0,7,8,3,59.3,62.0,1,1,1,1.01,1,0,3427
1.0,7,8,1,61.9,57.0,1,1,1,1.0,1,2,3427
0.71,4,2,1,62.2,57.0,1,1,1,1.01,1,0,3427
0.82,5,5,1,63.2,56.0,1,1,1,1.01,1,0,3428
1.0,5,8,4,66.6,56.0,1,2,4,1.0,1,0,3428
0.9,6,6,1,63.2,57.0,1,1,1,1.59,0,0,3429
0.9,2,5,5,66.3,61.0,1,2,3,1.01,1,1,3429
0.9,7,2,1,62.8,58.0,1,1,1,1.01,1,2,3429
0.82,4,5,1,62.9,57.0,1,1,1,1.01,1,1,3431
1.0,7,7,4,64.5,57.0,1,3,2,1.02,1,0,3431
0.76,4,2,1,62.2,57.0,1,1,1,1.01,1,0,3431
0.71,4,2,1,61.9,59.0,1,1,1,1.01,1,0,3431
0.8,2,3,2,63.5,58.0,1,1,2,1.01,1,3,3432
0.8,5,4,1,62.6,58.0,1,1,1,1.01,1,0,3432
0.73,1,5,1,62.8,58.0,1,1,1,1.01,1,0,3432
0.7,1,5,1,62.6,57.0,1,1,1,1.0,1,0,3432
0.8,3,4,1,63.4,57.0,1,1,1,1.01,1,2,3433
0.8,3,6,1,62.6,59.0,1,2,1,1.01,1,0,3433
1.0,8,6,4,65.2,57.0,1,2,2,1.01,1,0,3433
0.9,2,7,4,64.6,55.0,1,2,2,1.01,1,0,3433
0.8,4,5,1,62.8,56.0,1,1,1,1.01,1,2,3433
0.8,4,6,1,59.9,60.0,1,1,1,1.0,1,0,3435
0.8,2,4,3,59.8,62.0,1,2,2,1.0,1,2,3435
0.9,6,7,1,63.1,57.0,1,1,1,1.01,1,1,3436
0.54,1,2,1,62.3,56.0,1,1,1,1.01,1,0,3436
0.8,2,6,3,64.2,57.0,1,2,2,1.01,1,0,3437
0.8,2,6,2,59.2,61.0,1,1,1,1.01,0,1,3437
1.13,8,5,1,62.7,58.0,1,1,1,1.01,1,1,3438
1.02,7,8,1,62.5,58.0,1,1,1,1.0,1,0,3440
0.7,2,5,1,62.2,59.0,1,1,1,1.01,1,0,3440
0.8,3,6,2,63.3,55.0,1,2,1,1.01,0,0,3440
0.7,1,3,1,62.8,59.0,1,1,1,1.01,1,3,3441
0.8,3,5,2,63.5,56.0,1,2,1,1.01,1,0,3441
0.8,5,4,2,61.8,61.0,1,1,1,1.01,1,0,3441
0.8,3,5,1,62.6,55.0,1,1,1,1.0,1,1,3441
0.8,1,5,1,62.5,56.0,1,1,1,1.01,1,2,3442
1.03,8,7,1,62.5,59.0,1,1,1,1.0,0,0,3442
0.82,5,6,1,61.1,59.0,1,1,1,1.0,1,0,3442
0.76,2,6,1,62.2,58.0,1,1,1,1.01,1,0,3442
1.01,8,5,1,62.2,55.0,1,1,1,1.0,1,2,3442
0.9,5,7,1,63.0,59.0,1,1,1,1.01,1,0,3442
0.7,1,6,2,60.7,61.0,1,1,1,1.0,1,0,3443
1.0,8,4,2,61.5,61.0,1,1,1,1.0,1,2,3443
0.76,1,5,1,63.1,57.0,1,1,1,1.01,0,1,3443
1.0,8,6,1,60.7,60.0,1,1,1,1.01,1,1,3443
0.8,2,6,1,62.7,58.0,1,1,1,1.01,1,1,3443
0.7,3,4,1,62.6,57.0,1,1,1,1.0,1,0,3444
0.8,3,7,2,63.2,55.0,1,2,1,1.01,1,0,3444
0.8,2,6,1,62.6,57.0,1,1,1,1.0,1,1,3444
0.75,2,6,1,62.7,59.0,1,1,1,1.0,1,0,3444
0.8,3,6,2,63.8,57.0,1,2,1,1.01,1,1,3444
0.9,7,3,3,63.9,57.0,1,2,2,1.01,1,0,3445
0.71,1,5,1,63.0,55.0,1,1,1,1.01,1,0,3447
0.8,2,5,1,62.8,58.0,1,1,1,1.01,1,2,3448
0.92,2,8,2,59.1,60.0,1,1,1,1.0,1,0,3448
0.8,5,5,1,62.4,59.0,1,1,1,1.01,1,0,3448
0.62,2,2,1,62.1,59.0,1,1,1,1.0,1,0,3448
1.0,7,8,1,61.9,60.0,1,1,1,1.01,1,0,3448
0.73,1,4,1,62.0,58.0,1,1,1,1.01,0,1,3448
1.02,2,8,5,56.1,65.0,1,1,3,1.01,1,1,3448
0.9,8,3,2,61.5,61.0,1,1,1,1.01,1,1,3450
0.8,4,6,1,62.5,58.0,1,1,1,1.01,1,0,3450
0.75,2,5,1,62.1,59.0,1,1,1,1.01,1,0,3450
1.11,5,8,4,64.2,55.0,2,2,2,1.01,1,0,3450
0.7,1,5,1,60.5,57.0,1,1,1,1.01,1,0,3450
0.7,2,4,1,62.8,57.0,1,1,1,1.01,1,0,3450
0.8,5,5,1,63.0,58.0,1,2,1,1.01,1,0,3450
0.9,5,7,1,62.9,57.0,1,1,1,1.01,0,0,3450
0.7,1,5,1,62.4,57.0,1,1,1,1.01,1,0,3450
0.8,5,5,3,59.6,63.0,1,1,2,1.0,1,0,3450
1.04,7,8,2,60.9,61.0,1,1,1,1.0,1,0,3450
1.01,5,8,4,64.6,56.0,2,2,2,1.02,1,0,3451
0.72,4,2,1,62.8,57.0,1,1,1,1.01,1,0,3451
1.01,7,7,1,59.5,59.0,1,1,2,1.01,1,0,3451
1.01,7,8,2,60.2,62.0,1,1,1,1.0,1,3,3451
0.95,7,4,1,62.6,58.0,1,1,1,1.01,1,2,3451
1.03,8,7,1,62.1,57.0,1,1,1,1.01,0,1,3452
0.81,4,6,1,62.5,57.0,1,1,1,1.01,1,0,3452
0.8,5,3,1,63.5,56.0,1,1,1,1.01,1,0,3453
1.01,7,8,1,59.5,60.0,1,1,1,1.0,1,2,3453
0.78,2,6,1,62.9,57.0,1,1,1,1.01,1,0,3453
0.75,4,3,1,62.6,56.0,1,1,1,1.0,1,1,3453
0.9,5,7,2,61.5,61.0,1,2,1,1.01,1,0,3454
0.62,1,3,1,62.7,56.0,1,1,1,1.0,0,2,3454
0.75,1,6,1,63.0,56.0,1,1,1,1.01,1,0,3455
0.81,1,6,1,62.0,59.0,1,1,1,1.01,1,2,3455
0.85,5,6,1,61.3,60.0,1,1,1,1.01,1,0,3455
0.82,2,5,1,62.6,56.0,1,1,1,1.0,1,3,3456
0.9,3,8,1,62.7,58.0,1,1,1,1.01,1,0,3457
0.7,3,3,1,62.5,56.0,1,1,1,1.0,1,1,3457
0.8,2,3,3,64.0,59.0,1,2,2,1.01,1,3,3459
1.0,2,8,5,70.0,56.0,2,3,4,1.03,0,0,3459
0.84,5,6,1,62.4,59.0,1,1,1,1.01,1,0,3461
0.8,1,4,2,63.1,57.0,1,2,2,1.01,1,1,3461
0.9,6,7,1,62.9,56.0,1,1,1,1.01,1,0,3462
0.81,4,5,1,63.1,56.0,1,1,1,1.0,1,1,3462
1.01,7,8,1,62.9,58.0,1,2,1,1.01,1,0,3462
0.54,3,2,1,60.6,59.0,1,1,1,1.01,1,0,3462
1.01,7,8,1,60.0,60.0,1,1,1,1.01,1,1,3462
1.01,8,5,2,63.3,57.0,1,2,2,1.01,1,0,3462
0.8,3,4,2,62.7,61.0,1,2,1,1.01,1,1,3462
1.01,7,8,1,61.4,59.0,1,2,1,1.01,1,0,3462
0.8,2,6,4,64.7,56.0,1,2,2,1.01,1,0,3463
0.8,2,6,2,63.1,59.0,1,2,2,1.01,1,0,3463
0.7,3,5,1,60.2,60.0,1,1,1,1.01,1,0,3463
0.76,2,6,1,63.0,57.0,1,1,1,1.01,1,0,3463
0.73,2,2,1,62.7,58.0,1,1,1,1.01,1,2,3464
0.85,1,7,2,60.9,60.0,2,1,1,1.01,1,2,3464
0.8,3,4,1,62.5,58.0,1,1,1,1.01,1,2,3465
0.73,1,3,1,62.6,55.0,1,1,1,1.0,1,2,3465
0.7,2,5,1,62.3,57.0,1,1,1,1.01,1,0,3466
0.8,3,4,3,63.9,57.0,1,2,2,1.01,1,1,3466
0.75,1,5,1,63.2,56.0,1,1,1,1.01,1,0,3466
0.82,1,5,3,64.5,57.0,2,1,2,1.01,1,1,3468
0.82,1,8,1,62.7,57.0,1,1,1,1.0,1,0,3469
0.8,4,4,1,63.0,56.0,1,1,1,1.01,1,1,3470
0.9,7,5,1,63.0,57.0,1,1,1,1.01,1,0,3470
1.0,7,3,4,66.5,55.0,1,3,3,1.02,1,1,3472
0.82,3,6,1,59.6,60.0,1,1,1,1.01,1,1,3472
0.7,1,5,1,60.3,60.0,1,1,1,1.0,1,0,3473
0.9,5,7,1,62.0,59.0,1,1,1,1.01,1,1,3473
0.7,1,5,1,62.7,57.0,1,1,1,1.0,1,0,3473
1.01,6,8,1,62.3,57.0,1,1,1,1.01,1,1,3474
0.7,1,4,1,62.8,56.0,1,1,1,1.01,1,1,3474
0.83,4,6,1,60.7,55.0,1,1,1,1.0,1,0,3475
0.8,4,4,4,64.9,57.0,1,2,2,1.01,1,0,3475
0.93,6,8,1,59.1,59.0,1,1,1,1.0,1,0,3475
0.72,4,2,1,62.8,56.0,1,1,1,1.01,1,0,3475
0.75,4,5,1,61.9,59.0,1,1,1,1.01,1,0,3476
0.81,4,6,1,62.5,57.0,1,1,1,1.01,1,0,3476
0.86,5,6,1,62.6,57.0,1,1,1,1.01,1,0,3476
0.81,3,5,1,62.6,55.0,1,1,1,1.01,1,1,3479
0.72,4,2,1,63.0,57.0,1,1,1,1.01,1,0,3479
0.8,1,5,3,64.7,58.0,1,1,2,1.01,1,1,3479
0.83,1,6,1,60.3,57.0,1,1,1,1.01,1,2,3479
0.81,5,4,1,62.7,56.0,1,1,1,1.0,1,0,3480
0.8,5,3,1,62.5,57.0,1,1,1,1.01,1,0,3480
1.03,5,8,5,67.0,62.0,1,2,3,1.01,0,0,3480
0.8,5,3,1,63.5,56.0,1,1,1,1.01,1,0,3480
0.75,2,5,1,62.8,56.0,1,1,1,1.01,1,0,3481
0.81,3,5,2,61.6,62.0,1,1,1,1.0,1,3,3481
0.75,2,5,1,62.2,59.0,1,1,1,1.01,1,0,3481
0.81,5,5,2,60.8,62.0,1,1,1,1.0,1,1,3481
0.9,1,8,3,63.7,57.0,1,2,2,1.01,1,0,3481
0.8,4,6,1,62.8,56.0,1,1,1,1.01,1,0,3482
0.75,1,5,1,62.6,56.0,1,1,1,1.01,1,1,3482
0.85,5,5,1,62.4,57.0,1,1,1,1.01,1,0,3482
1.03,8,3,1,59.9,60.0,1,1,1,1.01,1,1,3482
1.0,7,8,1,63.0,57.0,2,1,1,1.01,1,1,3482
0.75,3,5,1,63.3,56.0,1,1,1,1.01,1,0,3482
0.75,2,5,2,59.7,61.0,1,1,1,1.01,1,1,3482
0.76,3,5,1,63.2,56.0,1,1,1,1.0,1,0,3482
0.83,5,6,1,61.0,58.0,1,1,1,1.0,1,1,3482
0.7,1,4,1,62.7,58.0,1,1,1,1.01,1,0,3484
0.85,5,4,1,62.3,59.0,1,1,1,1.01,1,0,3484
1.04,8,3,1,62.7,57.0,1,1,1,1.01,1,1,3485
0.73,3,4,1,63.1,56.0,1,1,1,1.0,1,0,3485
0.65,1,2,2,60.5,61.0,1,1,1,1.01,1,1,3485
0.73,2,5,1,61.5,57.0,1,1,1,1.01,1,0,3485
0.72,3,4,1,62.7,56.0,1,1,1,1.0,1,0,3485
0.8,5,5,1,62.2,58.0,1,1,1,1.01,1,0,3485
0.9,1,7,2,64.0,56.0,1,1,2,1.01,1,2,3487
0.8,1,6,4,64.6,56.0,1,2,2,1.01,1,0,3487
0.8,4,6,1,62.6,57.0,1,1,1,1.01,1,0,3487
0.8,3,5,1,62.5,58.0,1,1,1,1.01,1,1,3489
0.9,6,4,3,64.1,57.0,1,2,2,1.01,1,0,3489
0.8,2,6,3,64.0,57.0,1,2,2,1.0,1,0,3490
0.7,3,3,1,60.7,60.0,1,1,1,1.01,1,1,3490
0.7,3,4,1,62.8,57.0,1,1,1,1.01,1,0,3490
0.7,2,5,1,61.0,55.0,1,1,1,1.01,1,0,3490
0.7,2,5,1,60.8,60.0,1,1,1,1.01,1,0,3490
0.82,1,6,4,64.6,57.0,1,2,2,1.02,1,1,3490
1.0,7,7,4,65.0,56.0,1,2,2,1.01,1,0,3491
0.8,4,4,2,62.4,52.0,1,1,1,1.01,1,1,3491
1.0,7,7,1,60.0,59.0,1,1,1,1.01,1,1,3491
0.6,1,2,1,62.8,56.0,1,1,1,1.01,0,0,3491
1.0,4,8,4,66.4,60.0,1,2,3,1.01,0,0,3491
0.9,2,7,4,64.8,60.0,2,2,2,1.01,1,0,3492
0.73,1,5,2,61.1,61.0,1,1,1,1.01,1,0,3492
0.91,5,7,1,62.5,58.0,1,1,1,1.0,1,0,3493
0.71,2,5,1,61.3,55.0,1,1,1,1.0,1,0,3493
0.8,5,3,1,62.8,59.0,1,1,1,1.01,1,0,3493
0.72,3,4,1,62.2,59.0,1,1,1,1.01,1,0,3494
0.82,3,6,2,59.2,60.0,1,1,1,1.0,1,0,3496
0.8,1,6,1,62.6,57.0,2,1,1,1.01,1,0,3497
0.62,1,3,1,63.0,57.0,1,1,1,1.0,0,1,3497
0.7,2,4,1,62.1,57.0,1,1,1,1.01,1,0,3497
1.01,2,8,4,66.2,57.0,2,1,3,1.0,1,0,3497
0.59,3,3,1,62.4,59.0,1,1,1,1.01,1,0,3497
0.72,2,4,1,62.8,56.0,1,1,1,1.01,1,0,3497
0.59,4,2,1,62.9,57.0,1,1,1,1.01,1,0,3497
0.81,4,4,1,62.2,58.0,1,1,1,1.01,1,1,3498
0.71,1,4,1,61.9,58.0,1,1,1,1.01,1,1,3498
0.76,4,3,1,62.7,58.0,1,1,1,1.01,1,1,3499
1.15,8,5,1,61.8,60.0,1,1,1,1.0,1,1,3499
0.8,4,4,1,61.8,57.0,1,1,1,1.01,1,1,3500
0.66,2,2,1,63.1,57.0,1,1,1,1.01,1,0,3500
0.8,4,4,4,64.8,58.0,1,2,2,1.01,1,0,3500
0.81,4,4,4,60.0,64.0,1,2,3,1.01,2,0,3500
0.84,2,6,2,59.4,60.0,1,1,1,1.01,1,2,3500
0.8,1,3,3,64.4,57.0,1,1,2,1.01,1,3,3500
0.91,7,6,1,62.7,56.0,1,1,1,1.0,1,1,3500
1.01,8,7,1,61.1,60.0,1,1,1,1.0,1,0,3501
0.85,4,5,1,62.7,56.0,1,1,1,1.0,1,1,3501
1.0,6,8,4,64.8,56.0,1,2,2,1.02,1,1,3501
0.61,1,3,1,61.8,60.0,1,1,1,1.01,1,0,3501
1.0,6,8,1,62.0,56.0,1,2,1,1.01,1,0,3501
0.82,2,6,1,62.8,56.0,1,1,1,1.01,1,1,3501
1.0,8,3,3,59.5,62.0,1,2,2,1.01,1,1,3501
1.0,8,3,4,60.0,62.0,1,3,2,1.0,1,1,3501
0.8,2,6,1,62.7,56.0,1,1,1,1.01,1,1,3501
0.74,2,5,1,62.0,58.0,1,1,1,1.01,0,0,3502
1.2,8,8,1,62.5,59.0,1,1,1,1.0,1,1,3502
0.9,2,5,4,66.3,56.0,1,2,3,1.01,1,1,3502
0.9,5,7,2,61.1,57.0,1,2,2,1.01,0,0,3502
0.7,2,5,3,59.7,61.0,2,2,1,1.01,1,0,3502
0.8,4,6,1,62.6,57.0,1,1,1,1.01,1,0,3503
0.8,5,3,1,60.0,60.0,1,1,1,1.0,1,0,3503
1.0,3,8,4,66.4,57.0,1,2,3,1.01,1,0,3503
0.8,4,6,1,63.4,56.0,1,1,1,1.01,1,0,3503
0.8,5,3,2,59.6,61.0,1,1,1,1.0,1,1,3503
0.8,5,5,1,62.6,57.0,1,1,1,1.01,1,0,3504
0.8,4,3,2,63.1,57.0,1,2,1,1.01,1,0,3506
0.91,5,5,4,65.1,56.0,1,2,2,1.01,1,3,3506
0.84,5,6,1,62.8,57.0,1,1,1,1.01,0,0,3506
0.7,2,4,1,62.5,59.0,1,1,1,1.01,1,0,3506
0.75,1,5,1,63.2,56.0,1,1,1,1.01,1,0,3506
0.9,7,5,1,60.9,60.0,1,1,1,1.0,1,0,3507
0.83,5,6,1,63.1,55.0,1,1,1,1.01,1,0,3507
1.0,8,5,1,60.8,59.0,1,1,1,1.01,1,3,3507
0.77,4,4,1,63.0,56.0,1,1,1,1.0,1,0,3508
0.75,2,5,1,63.5,56.0,1,1,1,1.01,1,0,3508
0.82,4,4,1,62.4,57.0,1,1,1,1.01,1,1,3508
1.0,7,6,5,67.9,61.0,1,3,3,1.03,1,1,3508
0.77,4,4,1,62.8,57.0,1,1,1,1.01,1,0,3508
0.72,2,3,1,62.4,58.0,1,1,1,1.01,1,1,3509
0.82,4,6,1,62.4,58.0,1,1,1,1.0,1,0,3509
0.8,5,4,2,60.8,61.0,1,1,1,1.0,1,1,3510
0.63,1,3,2,61.9,61.0,1,1,1,1.0,0,1,3510
0.7,1,5,1,62.3,59.0,1,1,1,1.01,1,0,3511
0.8,4,5,1,61.3,60.0,1,1,1,1.01,1,0,3511
0.8,2,5,4,64.6,57.0,1,2,2,1.01,1,0,3511
0.8,2,5,4,64.6,55.0,1,2,2,1.01,1,0,3511
0.82,5,4,1,63.2,56.0,1,1,1,1.01,1,0,3512
0.75,1,5,1,62.8,56.0,1,1,1,1.0,1,1,3512
0.9,7,6,1,62.6,57.0,1,1,1,1.0,1,0,3512
0.74,3,4,2,60.2,59.0,1,1,3,1.0,0,0,3512
0.8,3,4,2,63.9,59.0,1,1,2,1.0,1,1,3513
1.0,8,5,1,62.6,58.0,1,1,1,1.01,1,2,3515
0.78,2,5,1,63.0,55.0,1,1,1,1.01,0,0,3515
0.58,1,3,1,60.7,56.0,1,1,1,1.01,1,1,3515
0.8,3,5,1,62.0,59.0,1,1,1,1.01,1,1,3516
1.0,7,6,4,58.5,61.0,1,2,2,1.01,0,0,3516
1.0,8,2,4,64.7,57.0,2,3,2,1.53,0,2,3516
0.9,1,8,2,63.1,55.0,1,2,1,1.01,2,0,3516
0.9,6,6,1,60.6,60.0,1,1,1,1.0,1,1,3516
0.63,2,3,1,60.3,59.0,1,1,1,1.01,1,0,3517
0.71,1,6,2,62.1,61.0,1,1,1,1.0,1,0,3517
0.7,2,4,1,62.4,57.0,1,1,1,1.01,1,0,3518
0.75,3,4,1,59.8,60.0,1,1,1,1.0,1,0,3518
0.85,5,5,1,63.0,55.0,1,1,1,1.01,1,0,3519
1.05,8,3,1,62.9,55.0,1,1,1,1.01,1,3,3519
1.0,8,6,1,62.6,59.0,1,1,1,1.0,1,0,3519
0.89,3,7,1,62.5,59.0,1,1,1,1.0,1,0,3519
0.61,1,3,1,62.4,56.0,1,1,1,1.01,1,2,3519
0.81,4,6,1,62.5,58.0,1,1,1,1.01,1,0,3520
1.01,2,7,4,70.2,57.0,1,2,4,1.01,1,0,3520
0.7,1,5,1,62.9,56.0,1,1,1,1.01,1,0,3521
0.7,1,5,1,62.3,58.0,1,1,1,1.0,1,0,3521
0.52,1,1,1,63.1,56.0,1,1,1,1.01,1,0,3521
0.7,1,5,1,62.3,58.0,1,1,1,1.01,1,0,3521
1.07,8,6,1,60.4,59.0,1,1,1,1.0,1,2,3521
0.7,1,5,1,63.1,56.0,1,1,1,1.01,1,0,3521
1.01,8,6,1,61.4,60.0,1,1,1,1.0,1,0,3521
0.8,2,5,1,62.0,55.0,1,1,1,1.01,0,1,3521
0.52,1,1,1,61.7,58.0,1,1,1,1.01,1,0,3521
0.8,4,4,2,63.6,55.0,1,2,1,1.02,1,1,3521
0.7,1,5,1,63.0,58.0,1,1,1,1.01,1,0,3521
0.86,2,7,1,63.0,56.0,1,1,1,1.0,1,0,3522
0.8,2,3,3,63.3,60.0,2,1,2,1.01,1,3,3522
0.63,1,2,1,63.0,57.0,1,1,1,1.0,0,2,3522
0.57,1,2,1,62.7,55.0,1,1,1,1.01,1,0,3522
0.7,2,3,4,59.0,64.0,1,2,2,1.0,1,0,3522
0.8,2,5,1,62.2,58.0,1,1,1,1.01,1,1,3524
0.81,4,5,1,63.1,57.0,1,1,1,1.01,1,1,3524
0.8,1,5,1,63.4,56.0,1,1,1,1.01,1,2,3525
0.76,1,5,1,62.0,56.0,1,1,1,1.61,1,1,3525
0.75,4,3,1,62.5,58.0,1,1,1,1.01,1,0,3525
0.75,2,5,1,62.5,58.0,1,1,1,1.01,1,0,3526
0.55,3,2,1,62.8,56.0,1,1,1,1.01,1,0,3526
1.01,4,8,4,64.6,57.0,1,3,2,1.02,1,2,3526
0.7,1,5,1,62.7,58.0,1,1,1,1.01,1,0,3526
1.01,7,7,1,62.7,56.0,1,1,1,1.0,1,3,3526
0.7,3,2,1,62.6,57.0,1,1,1,1.01,1,1,3527
0.73,2,2,1,61.1,56.0,1,1,1,1.0,1,1,3527
0.7,1,6,1,63.0,56.0,1,1,1,1.01,1,0,3527
0.94,7,3,3,58.8,60.0,2,2,1,1.01,2,0,3528
0.83,5,4,1,62.7,56.0,1,1,1,1.01,1,0,3529
0.76,1,4,1,62.6,56.0,1,1,1,1.01,1,2,3529
0.9,6,6,1,63.2,57.0,1,1,1,1.01,1,0,3529
0.9,7,5,1,63.1,56.0,1,1,1,1.01,1,0,3529
0.7,1,3,1,60.7,59.0,1,1,1,1.0,0,2,3530
0.75,3,5,1,62.0,58.0,1,1,1,1.01,1,0,3531
0.77,4,4,1,62.4,58.0,1,1,1,1.01,1,0,3531
0.75,1,5,1,62.6,58.0,1,1,1,1.01,1,0,3531
0.7,4,3,1,62.0,59.0,1,1,1,1.01,0,0,3531
0.71,1,5,1,62.8,57.0,1,1,1,1.01,1,0,3531
0.75,4,3,2,61.2,61.0,1,1,1,1.01,1,0,3532
1.0,8,5,4,62.6,62.0,1,3,2,1.01,1,1,3532
0.75,2,5,1,59.8,58.0,1,1,1,1.01,1,0,3532
0.9,7,4,1,62.8,57.0,1,2,1,1.01,0,0,3532
0.73,3,4,1,62.6,57.0,1,1,1,1.0,1,0,3534
0.9,7,3,4,64.6,59.0,1,2,2,1.01,1,0,3534
0.9,3,7,1,62.4,57.0,1,1,1,1.01,1,0,3535
0.92,3,7,3,64.9,58.0,1,1,2,1.0,1,0,3535
0.81,1,6,1,62.5,59.0,1,1,1,1.0,1,1,3536
0.9,4,7,1,62.2,57.0,1,1,1,1.0,1,1,3536
0.8,1,6,1,62.6,57.0,1,1,1,1.0,1,1,3536
0.8,4,6,1,62.4,57.0,1,1,1,1.01,1,0,3537
0.9,7,4,1,62.8,58.0,1,1,1,1.01,1,0,3537
1.18,8,7,1,60.2,57.0,1,1,1,1.0,1,0,3537
0.6,1,3,2,59.9,62.0,1,1,1,1.01,1,0,3537
0.6,1,3,1,59.5,58.0,1,1,1,1.0,1,0,3537
0.6,1,3,1,61.3,56.0,1,1,1,1.01,1,1,3537
0.91,2,7,3,64.1,56.0,1,1,2,1.01,1,0,3538
1.0,2,8,4,64.6,57.0,2,2,2,1.55,0,3,3538
0.76,1,6,1,62.4,56.0,1,1,1,1.0,1,1,3539
0.59,1,2,1,62.1,57.0,1,1,1,1.01,1,0,3540
0.8,2,6,1,63.2,55.0,1,1,1,1.01,1,1,3540
0.83,4,7,1,62.7,57.0,1,1,1,1.01,1,0,3540
0.75,2,5,1,62.6,57.0,1,1,1,1.01,1,0,3540
0.65,1,3,1,62.2,58.0,1,1,1,1.01,1,0,3541
0.83,5,4,1,62.2,57.0,1,1,1,1.01,1,0,3541
0.8,1,7,1,62.7,55.0,1,1,1,1.01,1,0,3541
0.9,1,8,3,60.0,62.0,1,2,1,1.01,1,0,3541
0.8,3,5,1,62.2,58.0,1,1,1,1.01,0,1,3543
0.8,3,5,1,61.7,59.0,1,1,1,1.01,0,1,3543
1.01,7,7,1,62.2,60.0,1,1,1,1.01,1,1,3543
0.9,4,7,1,61.7,58.0,1,1,1,1.0,1,0,3544
0.9,5,6,1,63.0,58.0,1,1,2,1.01,1,0,3544
0.6,1,2,1,61.7,60.0,1,1,1,1.01,1,0,3545
0.8,1,5,1,63.5,55.0,1,1,1,1.01,1,2,3545
0.77,4,3,1,62.2,57.0,1,1,1,1.0,1,1,3545
0.86,5,5,1,62.6,57.0,1,1,1,1.0,1,0,3545
0.81,1,6,3,63.8,56.0,1,2,2,1.0,1,0,3546
0.8,5,4,1,62.7,57.0,1,1,1,1.01,1,0,3547
0.85,5,6,1,62.6,57.0,1,1,1,1.01,0,0,3547
0.7,1,6,1,63.2,57.0,1,1,1,1.01,1,0,3547
0.78,2,6,1,62.8,56.0,1,1,1,1.0,1,0,3547
0.71,1,5,1,62.0,57.0,1,1,1,1.01,1,0,3547
0.71,2,4,1,62.5,57.0,1,1,1,1.01,1,0,3547
0.61,1,2,1,62.6,59.0,1,1,1,1.01,1,3,3548
0.86,1,7,1,62.6,56.0,1,1,1,1.01,1,0,3548
1.0,4,7,5,65.4,63.0,1,2,4,1.02,1,0,3548
0.6,1,3,1,61.4,58.0,1,1,1,1.01,1,0,3548
0.8,6,2,1,63.1,55.0,1,1,1,1.01,1,0,3549
0.8,5,6,1,61.4,57.0,1,1,1,1.0,1,0,3549
0.75,1,5,1,61.9,60.0,1,1,1,1.01,1,0,3549
0.8,4,5,1,62.0,57.0,1,1,1,1.01,1,0,3549
0.75,3,4,1,62.8,57.0,1,1,1,1.01,1,0,3549
0.74,4,2,1,62.2,57.0,1,1,1,1.01,0,0,3549
1.07,6,8,1,60.9,59.0,1,1,1,1.0,1,0,3549
0.8,1,6,1,61.9,54.0,1,2,1,1.01,1,0,3550
0.63,1,2,1,62.5,57.0,1,1,1,1.01,1,2,3550
0.75,4,3,1,62.6,56.0,1,1,1,1.01,1,0,3552
1.0,7,7,2,61.8,58.0,2,2,2,1.02,1,1,3552
0.9,7,4,1,63.0,57.0,1,1,1,1.01,1,1,3552
0.8,4,5,1,61.0,60.0,1,1,1,1.01,1,0,3552
1.2,8,8,1,62.1,59.0,1,1,1,1.01,1,1,3552
0.7,2,4,1,62.4,56.0,1,1,1,1.01,1,0,3554
0.81,5,4,1,60.8,59.0,1,2,1,1.0,1,0,3554
0.8,2,3,3,64.4,56.0,1,2,2,1.01,1,3,3554
1.0,7,5,2,62.6,58.0,1,2,2,1.01,1,3,3554
1.09,7,8,1,63.0,55.0,1,1,1,1.01,1,2,3555
0.6,4,2,1,63.2,56.0,1,1,1,1.01,1,0,3556
0.6,1,3,2,60.3,62.0,1,1,1,1.0,1,0,3556
0.8,1,4,2,61.1,61.0,1,1,2,1.01,1,2,3556
1.09,8,3,1,62.4,57.0,1,1,1,1.01,1,1,3557
