Carat Weight,Color,Clarity,Cut,Depth %,Table %,Polish,Symmetry,Cut Grade,Length to Width,Culet,Fluorescence,Price
0.37,1,3,1,62.8,57.0,1,1,1,1.0,0,0,1254
0.7,8,7,1,60.6,59.0,1,1,1,1.01,1,3,1256
0.5,6,5,4,65.4,57.0,2,2,3,1.01,1,0,1257
0.45,1,5,1,62.3,57.0,2,1,1,1.01,1,0,1257
0.5,4,6,4,65.8,56.0,1,2,3,1.01,1,0,1257
0.5,5,7,1,61.6,58.0,1,1,1,1.0,1,0,1257
0.5,5,8,1,62.9,55.0,1,1,1,1.01,0,0,1258
0.52,1,8,2,62.1,61.0,1,1,1,1.01,0,0,1258
0.43,1,3,1,63.1,56.0,1,1,1,1.0,1,0,1259
0.53,2,8,2,60.7,62.0,1,1,1,1.0,1,0,1260
0.5,3,7,4,66.1,58.0,1,3,3,1.01,0,0,1260
0.51,3,8,1,60.1,59.0,1,1,1,1.0,1,1,1260
0.45,3,3,2,61.9,61.0,1,1,1,1.0,1,1,1261
0.5,1,7,4,61.6,61.0,2,3,2,1.01,1,0,1261
0.5,7,5,1,61.2,59.0,1,1,1,1.0,0,0,1263
0.6,7,7,1,63.0,55.0,1,1,1,1.0,1,1,1263
0.5,7,5,1,62.2,60.0,1,1,1,1.01,1,0,1263
0.5,1,8,3,58.8,60.0,1,2,2,1.0,1,0,1265
0.5,3,6,3,61.6,55.0,2,3,2,1.0,1,0,1265
0.5,4,6,4,64.4,57.0,2,3,3,1.01,1,0,1266
0.38,1,3,1,62.5,55.0,1,1,1,1.0,1,0,1267
0.5,1,7,3,63.3,59.0,1,3,2,1.02,1,0,1267
0.5,3,6,4,64.6,57.0,2,2,3,1.01,1,1,1269
0.52,3,8,1,62.6,57.0,1,2,1,1.01,1,0,1270
0.5,4,5,4,66.1,58.0,2,2,3,1.0,0,2,1270
0.7,8,7,1,62.7,55.0,2,1,1,1.01,1,0,1271
0.5,2,7,1,62.6,55.0,1,1,1,1.01,1,2,1271
0.53,3,8,1,62.1,56.0,1,1,1,1.01,0,0,1272
0.5,3,6,5,65.9,63.0,2,2,3,1.01,0,0,1272
0.46,2,5,1,62.8,56.0,1,1,1,1.01,1,0,1273
0.7,8,7,1,62.2,57.0,1,2,1,1.01,1,0,1273
0.5,6,4,5,57.3,63.0,1,2,2,1.01,0,0,1274
0.46,3,6,2,59.0,61.0,1,1,1,1.0,1,0,1274
0.6,2,8,4,64.1,57.0,2,2,2,1.0,1,0,1274
0.6,6,7,3,64.4,57.0,1,2,2,1.01,1,0,1276
0.5,3,7,4,64.9,55.0,1,2,2,1.01,0,1,1276
0.5,5,7,1,60.1,59.0,1,1,1,1.0,1,2,1276
0.41,1,3,1,62.9,55.0,1,1,1,1.0,1,0,1277
0.5,4,7,4,64.1,57.0,2,2,2,1.01,0,0,1277
0.5,5,7,1,61.1,59.0,1,1,1,1.01,1,1,1278
0.4,3,3,2,62.7,60.0,1,1,2,1.0,1,0,1278
0.5,5,6,4,64.0,60.0,1,2,3,1.01,1,1,1278
0.52,1,8,1,61.7,56.0,1,1,1,1.0,1,1,1278
0.6,5,8,1,61.7,59.0,1,1,1,1.01,1,0,1279
0.5,6,4,4,64.7,56.0,1,2,2,1.01,0,0,1279
0.45,1,5,1,62.2,57.0,1,1,1,1.0,1,0,1279
0.51,1,7,1,60.1,59.0,1,1,1,1.01,1,3,1280
0.7,8,6,1,61.0,59.0,1,1,1,1.0,1,0,1281
0.45,3,4,2,62.2,57.0,1,1,3,1.01,0,0,1281
0.5,4,5,4,65.4,57.0,2,2,3,1.01,1,1,1281
0.6,8,3,3,63.9,60.0,1,2,2,1.01,1,0,1283
0.37,1,2,1,62.6,57.0,1,1,1,1.0,0,0,1284
0.5,4,7,4,63.1,62.0,1,3,2,1.01,1,0,1284
0.5,3,7,1,62.4,57.0,1,2,1,1.01,0,1,1285
0.55,3,8,1,63.3,56.0,1,1,1,1.01,1,0,1285
0.54,6,4,1,62.6,57.0,1,1,1,1.0,0,2,1286
0.51,1,8,1,61.9,59.0,1,1,1,1.01,0,0,1286
0.33,1,1,1,59.6,58.0,1,1,1,1.01,1,0,1287
0.45,1,5,1,62.3,57.0,1,1,1,1.0,1,0,1287
0.6,5,8,1,62.8,58.0,1,1,1,1.01,1,1,1287
0.45,1,5,1,62.4,57.0,1,1,1,1.01,1,0,1287
0.5,6,5,2,59.2,59.0,1,1,2,1.0,1,0,1289
0.7,8,5,4,64.4,58.0,2,2,2,1.02,0,0,1289
0.71,8,6,1,62.6,56.0,1,1,1,1.6,0,0,1290
0.5,4,7,4,64.3,56.0,2,2,2,1.01,1,0,1290
0.46,1,5,1,62.5,57.0,1,1,1,1.01,1,0,1291
0.5,5,7,4,65.0,55.0,1,2,2,1.01,1,1,1291
0.5,1,7,3,63.7,57.0,1,2,2,1.01,0,0,1292
0.53,3,8,1,62.7,57.0,1,1,1,1.0,1,0,1293
0.45,3,4,4,58.9,62.0,1,1,2,1.0,1,0,1293
0.7,8,6,3,63.6,59.0,1,2,2,1.01,1,0,1293
0.7,8,6,1,62.1,56.0,1,2,1,1.01,1,3,1293
0.5,6,6,4,64.3,55.0,1,3,2,1.0,1,0,1294
0.45,2,4,1,61.4,55.0,1,1,1,1.01,0,0,1294
0.5,4,7,3,60.0,61.0,1,2,2,1.01,1,0,1296
0.5,3,5,5,63.6,64.0,1,2,3,1.01,1,0,1296
0.7,8,8,1,63.2,56.0,1,1,1,1.01,1,0,1297
0.5,1,5,4,66.0,57.0,1,2,3,1.01,1,0,1298
0.5,1,7,4,58.4,61.0,1,1,2,1.0,0,0,1298
0.5,4,8,1,62.1,57.0,1,1,1,1.0,1,0,1298
0.52,5,5,1,59.9,58.0,1,1,1,1.0,0,2,1299
0.5,3,7,1,63.0,58.0,1,2,1,1.01,0,1,1299
0.55,2,8,1,62.9,56.0,1,1,1,1.0,1,0,1300
0.5,4,7,3,63.9,56.0,2,2,2,1.01,0,0,1300
0.5,7,2,4,59.4,63.0,1,2,2,1.0,1,0,1300
0.5,5,6,3,63.5,59.0,3,2,2,1.01,1,2,1300
0.5,2,8,1,60.5,59.0,1,1,1,1.0,1,0,1300
0.51,7,3,1,60.9,60.0,1,1,1,1.01,1,0,1300
0.5,6,5,1,61.9,60.0,1,1,1,1.0,1,0,1302
0.7,8,7,3,64.1,57.0,1,2,2,1.01,1,0,1302
0.5,2,8,1,62.6,57.0,1,1,1,1.01,1,0,1303
0.6,6,7,1,60.9,59.0,1,1,1,1.0,1,0,1303
0.45,1,4,1,62.3,58.0,1,1,1,1.01,1,0,1303
0.45,1,5,1,62.4,59.0,1,1,1,1.01,0,0,1304
0.46,4,5,2,59.3,60.0,1,1,1,1.01,1,0,1304
0.41,1,2,1,61.3,59.0,1,1,1,1.01,0,0,1305
0.5,2,3,4,66.6,57.0,1,2,3,1.01,1,1,1306
0.53,2,8,1,61.1,58.0,1,1,1,1.0,1,0,1307
0.57,6,7,2,61.7,62.0,1,1,1,1.0,1,1,1307
0.43,4,3,5,56.8,63.0,1,1,2,1.0,1,2,1309
0.6,7,6,1,62.9,56.0,1,1,1,1.01,1,0,1309
0.53,7,3,1,61.6,59.0,1,1,1,1.0,0,0,1310
0.45,1,6,3,58.7,62.0,1,1,1,1.0,1,0,1311
0.7,8,4,4,64.8,56.0,2,2,2,1.01,1,2,1311
0.5,3,3,4,68.5,55.0,1,2,4,1.01,1,1,1312
0.5,1,6,4,59.0,63.0,1,2,2,1.01,0,2,1313
0.6,6,5,3,64.3,58.0,2,1,2,1.0,1,3,1313
0.5,4,6,4,66.1,58.0,1,2,3,1.01,1,0,1313
0.7,8,6,4,64.7,56.0,1,2,2,1.01,1,0,1315
0.58,1,8,1,62.2,57.0,1,1,1,1.01,0,0,1315
0.46,2,4,2,60.1,61.0,1,1,1,1.01,1,0,1316
0.51,3,7,1,62.4,58.0,1,1,1,1.01,1,2,1316
0.5,6,5,2,60.3,59.0,2,2,2,1.01,1,0,1317
0.5,5,6,1,62.3,56.0,1,2,1,1.01,1,0,1317
0.4,2,2,2,59.2,60.0,1,1,1,1.01,1,0,1318
0.6,5,8,1,62.6,57.0,1,2,1,1.01,1,0,1318
0.45,3,2,1,62.5,55.0,1,1,1,1.01,1,1,1319
0.76,8,5,1,63.0,56.0,1,1,1,1.01,1,0,1319
0.5,4,6,4,64.7,56.0,2,3,2,1.0,1,0,1319
0.45,1,4,1,62.0,58.0,1,1,1,1.0,1,0,1320
0.5,2,7,1,62.5,58.0,1,1,1,1.01,1,1,1320
0.55,4,8,1,62.5,56.0,1,1,1,1.01,0,0,1322
0.5,4,7,2,60.5,60.0,1,2,1,1.01,1,0,1323
0.45,3,3,2,60.8,61.0,1,1,1,1.0,1,0,1323
0.55,5,7,1,62.8,56.0,1,1,1,1.01,0,2,1324
0.5,1,6,3,61.0,63.0,1,1,2,1.0,1,2,1324
0.51,1,7,1,62.4,57.0,1,1,1,1.01,1,1,1325
0.5,4,7,2,60.5,58.0,2,2,2,1.01,1,0,1325
0.5,2,6,5,65.3,58.0,2,3,3,1.03,1,0,1326
0.7,7,7,4,63.9,58.0,2,2,3,1.01,1,1,1328
0.5,4,8,1,60.0,59.0,2,1,1,1.01,1,0,1329
0.59,2,7,2,61.7,62.0,1,1,1,1.01,0,3,1329
0.5,2,7,2,62.7,56.0,2,2,1,1.01,1,0,1330
0.53,5,5,3,61.9,57.0,2,3,2,1.01,1,1,1331
0.5,5,7,3,64.3,57.0,1,1,2,1.01,0,0,1332
0.7,8,7,1,63.0,54.0,2,1,1,1.01,0,0,1332
0.53,6,6,1,62.7,56.0,1,1,1,1.01,1,2,1332
0.5,2,7,4,64.7,58.0,2,1,2,1.01,1,0,1333
0.5,2,7,1,61.7,56.0,1,2,1,1.62,1,1,1333
0.5,3,6,4,64.6,56.0,2,2,2,1.01,0,3,1335
0.42,2,3,1,62.6,57.0,1,1,1,1.01,1,0,1335
0.5,3,6,4,66.6,57.0,1,2,3,1.01,1,0,1336
0.75,7,8,3,64.4,58.0,1,1,2,1.01,1,1,1336
0.6,8,6,1,62.8,56.0,1,1,1,1.01,0,0,1337
0.41,1,2,1,61.6,59.0,1,1,1,1.01,0,0,1337
0.8,8,7,2,61.9,58.0,2,2,2,1.01,3,2,1338
0.5,3,6,3,64.5,55.0,1,2,2,1.01,1,2,1338
0.7,8,4,3,64.4,57.0,1,2,2,1.01,0,1,1338
0.5,4,7,4,65.1,56.0,1,2,3,1.01,1,0,1338
0.5,4,4,4,64.1,59.0,1,3,2,1.01,1,1,1339
0.46,2,4,2,61.4,53.0,2,2,1,1.01,1,0,1340
0.51,4,7,3,64.3,58.0,1,2,2,1.01,0,0,1340
0.5,5,5,5,56.5,61.0,2,2,3,1.01,1,0,1340
0.65,7,7,1,62.2,58.0,1,1,1,1.01,1,1,1342
0.5,3,6,4,63.7,61.0,1,2,3,1.01,1,0,1342
0.5,2,7,4,64.0,60.0,2,2,2,1.01,0,0,1343
0.7,8,6,1,61.9,55.0,1,1,1,1.01,1,0,1344
0.5,1,5,4,66.9,54.0,1,2,3,1.01,1,0,1344
0.5,1,7,3,60.4,61.0,2,2,1,1.01,0,0,1345
0.64,7,6,1,62.3,59.0,1,1,1,1.01,1,1,1346
0.36,1,1,1,61.8,57.0,1,1,1,1.0,1,0,1346
0.5,4,6,4,65.6,56.0,1,2,3,1.0,1,0,1348
0.45,3,3,1,62.1,58.0,2,1,1,1.01,1,0,1349
0.5,1,6,5,66.3,54.0,2,3,3,1.01,1,0,1350
0.5,6,5,2,61.8,60.0,1,2,1,1.01,1,0,1350
0.5,5,7,2,64.0,59.0,1,1,2,1.01,1,0,1351
0.5,5,7,2,59.8,60.0,1,2,2,1.01,1,0,1351
0.4,1,2,2,62.7,61.0,1,1,2,1.0,1,0,1352
0.36,1,1,1,61.8,58.0,1,1,1,1.0,0,0,1352
0.5,4,7,2,61.9,58.0,1,2,2,1.0,0,0,1352
0.5,2,7,2,61.2,61.0,1,1,1,1.01,0,1,1353
0.6,4,7,4,64.6,60.0,1,2,2,1.01,1,3,1353
0.5,2,7,2,62.1,56.0,2,2,1,1.01,1,1,1355
0.5,4,7,1,62.0,57.0,1,1,1,1.01,1,2,1355
0.5,3,7,1,62.6,58.0,1,2,1,1.01,1,0,1356
0.5,3,3,2,63.4,56.0,1,1,3,1.0,0,0,1356
0.6,1,8,3,64.2,59.0,1,1,2,1.01,1,0,1357
0.5,3,7,5,57.7,62.0,2,2,2,1.0,1,0,1357
0.71,7,8,4,62.1,65.0,1,2,3,1.01,1,0,1358
0.5,3,6,4,64.7,55.0,1,1,3,1.01,1,0,1358
0.5,3,5,4,65.6,58.0,1,2,3,1.01,1,0,1359
0.5,1,6,1,62.4,57.0,1,2,1,1.01,1,3,1361
0.53,1,7,1,59.2,59.0,1,1,1,1.0,1,1,1362
0.63,5,8,1,62.6,56.0,1,1,1,1.01,1,0,1362
0.5,4,5,4,64.5,60.0,2,2,2,1.01,1,3,1363
0.5,4,6,4,64.8,56.0,1,2,3,1.01,1,0,1364
0.5,4,6,5,58.1,63.0,1,2,2,1.01,1,2,1365
0.5,4,7,1,62.3,57.0,1,1,1,1.0,1,0,1365
0.5,1,7,1,59.7,59.0,1,2,1,1.01,1,0,1366
0.5,3,7,1,62.7,57.0,1,1,2,1.01,1,0,1366
0.5,5,6,1,63.0,57.0,1,1,1,1.0,1,3,1368
0.71,8,7,1,62.6,57.0,1,1,1,1.0,0,0,1368
0.5,6,6,1,62.3,58.0,1,1,1,1.01,1,1,1368
0.5,2,6,2,59.9,62.0,1,1,1,1.01,1,2,1369
0.57,1,8,1,60.1,60.0,1,1,1,1.01,1,0,1370
0.5,6,5,3,63.8,58.0,1,2,2,1.01,0,0,1370
0.5,4,5,3,64.3,58.0,1,2,2,1.01,1,0,1370
0.5,1,5,4,65.0,61.0,1,1,3,1.0,1,2,1370
0.5,5,4,3,64.0,56.0,2,2,2,1.01,0,1,1371
0.5,1,3,4,67.2,56.0,1,2,4,1.01,1,1,1371
0.51,4,5,4,58.6,63.0,2,1,2,1.01,1,1,1372
0.5,4,7,1,62.0,56.0,1,1,1,1.0,1,1,1372
0.6,1,8,3,64.0,58.0,2,2,2,1.01,0,0,1374
0.5,3,6,5,55.6,67.0,2,3,3,1.02,3,0,1374
0.5,6,5,1,62.2,57.0,1,1,1,1.01,1,2,1375
0.5,4,7,3,64.1,57.0,1,2,2,1.01,0,0,1375
0.5,6,5,1,62.7,56.0,1,1,1,1.0,0,0,1376
0.63,3,8,1,62.4,59.0,1,1,1,1.01,1,3,1376
0.53,4,6,1,61.1,59.0,1,1,1,1.01,1,3,1376
0.5,4,4,3,64.2,56.0,1,2,2,1.55,1,3,1376
0.37,1,1,1,61.2,56.0,1,1,1,1.01,1,0,1377
0.55,7,4,1,62.6,55.0,1,1,1,1.01,1,0,1377
0.5,3,6,2,60.7,58.0,1,3,2,1.01,1,0,1377
0.7,8,6,2,59.9,61.0,1,1,1,1.01,1,2,1378
0.5,4,7,1,59.9,59.0,1,1,1,1.0,1,0,1378
0.6,2,8,3,64.5,56.0,1,1,2,1.01,1,0,1378
0.5,5,6,4,64.8,55.0,2,2,3,1.01,1,0,1379
0.5,3,5,4,64.2,60.0,2,3,2,1.01,1,0,1379
0.5,2,6,4,63.9,62.0,1,2,2,1.02,0,2,1381
0.5,5,6,3,64.1,57.0,1,2,2,1.0,0,1,1382
0.51,4,7,1,62.6,58.0,1,1,1,1.01,1,1,1383
0.5,4,7,1,61.2,58.0,1,1,1,1.0,1,0,1383
0.7,8,6,4,64.4,58.0,1,3,2,1.02,1,0,1384
0.5,3,5,5,66.3,58.0,2,3,3,1.02,1,0,1384
0.7,8,4,2,63.6,56.0,1,2,1,1.01,0,0,1384
0.44,1,3,2,59.4,60.0,1,1,1,1.01,1,0,1385
0.46,3,2,1,61.5,57.0,1,1,1,1.0,1,1,1385
0.6,6,7,1,62.6,57.0,1,1,1,1.01,1,0,1387
0.5,5,4,1,62.6,56.0,1,2,1,1.01,1,2,1388
0.56,2,8,1,61.0,58.0,2,1,1,1.01,1,0,1388
0.5,6,5,1,59.8,59.0,1,1,1,1.0,1,1,1389
0.5,1,6,1,63.0,56.0,1,2,1,1.01,0,3,1389
0.5,5,7,3,64.2,55.0,1,2,2,1.01,1,0,1389
0.51,2,7,3,64.2,57.0,1,2,2,1.01,1,0,1389
0.5,1,7,2,61.2,58.0,1,2,2,1.01,1,0,1389
0.4,1,2,2,64.0,58.0,1,1,2,1.01,1,0,1390
0.6,7,7,1,62.1,57.0,1,1,1,1.01,0,0,1391
0.6,7,3,2,62.5,57.0,2,2,1,1.01,1,2,1392
0.5,6,2,3,62.6,61.0,1,2,2,1.01,0,0,1394
0.5,3,7,2,63.0,60.0,1,2,2,1.01,1,0,1394
0.52,1,6,1,62.9,56.0,2,1,1,1.0,1,2,1394
0.5,6,5,1,62.1,58.0,1,1,1,1.01,1,0,1395
0.5,2,7,1,61.3,58.0,1,2,1,1.01,1,1,1395
0.5,3,7,1,62.4,58.0,1,2,1,1.59,1,0,1396
0.5,4,5,1,60.6,60.0,1,1,1,1.0,1,3,1396
0.5,4,7,3,64.5,56.0,1,2,2,1.01,1,0,1396
0.71,7,8,1,61.5,59.0,1,1,1,1.63,0,0,1397
0.55,4,7,1,62.3,57.0,1,1,1,1.01,1,1,1398
0.5,5,5,4,64.7,57.0,1,3,2,1.01,1,0,1398
0.51,6,4,1,60.4,60.0,1,1,1,1.01,1,2,1399
0.5,5,6,1,62.0,58.0,1,1,1,1.0,1,1,1399
0.5,5,3,3,64.2,57.0,1,2,2,1.01,0,1,1407
0.5,3,5,2,63.3,55.0,1,1,2,1.01,1,1,1407
0.35,1,2,1,59.9,59.0,1,1,1,1.0,1,0,1408
0.55,7,4,1,62.3,56.0,1,1,1,1.01,0,0,1408
0.5,1,7,3,63.9,57.0,2,2,2,1.01,1,0,1409
0.54,1,6,1,61.5,55.0,1,1,1,1.0,1,3,1409
0.8,8,7,4,64.6,61.0,1,2,2,1.01,1,1,1410
0.33,1,1,1,61.2,59.0,1,1,1,1.01,1,0,1411
0.51,1,8,1,60.6,60.0,1,1,1,1.01,1,0,1411
0.5,5,6,3,60.0,62.0,1,2,1,1.67,0,0,1411
0.52,6,5,1,61.6,59.0,1,1,1,1.01,1,1,1411
0.75,8,7,2,63.2,56.0,1,2,1,1.01,0,1,1411
0.5,3,5,3,62.8,61.0,1,3,2,1.02,1,0,1411
0.5,6,6,1,61.2,60.0,1,1,1,1.0,1,0,1412
0.5,6,6,1,60.4,58.0,1,1,1,1.01,1,0,1414
0.5,4,7,3,64.3,57.0,1,2,2,1.0,0,0,1414
0.5,3,7,1,61.6,60.0,1,1,1,1.01,1,0,1414
0.5,2,4,3,64.5,58.0,1,2,2,1.01,0,3,1414
0.6,5,7,3,61.9,65.0,1,1,2,1.01,1,3,1414
0.53,4,7,1,62.0,58.0,1,1,1,1.01,1,0,1414
0.5,1,6,4,65.6,56.0,1,2,3,1.01,1,0,1415
0.51,1,7,1,62.5,58.0,1,1,1,1.01,0,1,1415
0.5,4,3,4,65.2,59.0,1,2,3,1.01,0,0,1415
0.5,4,7,3,64.4,57.0,1,2,2,1.01,1,0,1415
0.5,3,6,2,60.9,61.0,1,2,1,1.01,0,0,1415
0.8,8,8,2,61.7,60.0,2,1,1,1.0,1,0,1416
0.5,3,5,3,62.8,61.0,1,3,2,1.02,1,0,1416
0.5,1,7,2,62.4,60.0,1,2,2,1.01,1,0,1417
0.5,2,7,2,63.1,56.0,1,2,1,1.01,1,0,1417
0.5,2,7,1,62.5,58.0,1,1,1,1.01,0,0,1417
0.5,3,7,2,63.0,56.0,2,2,1,1.01,1,1,1417
0.56,2,8,1,62.4,58.0,1,1,1,1.0,1,0,1418
0.5,5,3,4,63.7,60.0,2,2,2,1.01,1,2,1418
0.51,4,5,2,60.9,60.0,2,1,1,1.01,1,3,1418
0.5,1,7,1,62.5,57.0,1,1,1,1.0,1,1,1418
0.5,3,4,3,64.4,57.0,1,2,2,1.01,1,2,1418
0.5,6,5,1,62.1,59.0,1,1,1,1.01,1,0,1420
0.7,8,5,3,64.5,57.0,1,2,2,1.01,1,1,1420
0.51,1,7,2,59.2,58.0,2,1,1,1.01,1,2,1421
0.5,2,5,1,62.9,59.0,1,2,1,1.01,0,2,1421
0.5,4,7,1,63.2,56.0,1,1,1,1.01,1,0,1421
0.5,4,5,3,60.4,60.0,1,3,2,1.02,1,0,1421
0.6,1,8,1,62.8,55.0,1,1,1,1.01,3,1,1421
0.57,6,3,1,62.9,55.0,1,1,1,1.01,1,0,1422
0.56,4,7,2,59.1,60.0,1,1,2,1.01,1,0,1422
0.5,6,6,1,63.0,56.0,1,1,1,1.0,1,0,1422
0.5,1,6,4,63.1,61.0,2,2,2,1.01,0,0,1423
0.5,1,7,3,64.3,55.0,1,2,2,1.01,1,0,1423
0.71,8,7,1,62.8,55.0,1,1,1,1.0,1,0,1424
0.52,4,4,5,66.9,60.0,2,3,4,1.02,1,0,1425
0.5,4,7,2,62.1,60.0,2,1,1,1.01,1,0,1425
0.5,4,5,4,60.3,66.0,3,1,2,1.0,1,0,1425
0.53,5,4,1,62.5,57.0,1,1,1,1.0,0,3,1425
0.5,3,6,4,64.8,56.0,2,3,2,1.01,1,0,1425
0.6,6,7,1,63.0,57.0,1,1,1,1.01,1,1,1427
0.5,6,5,1,62.9,58.0,1,1,1,1.01,0,0,1427
0.5,2,6,3,63.7,57.0,2,2,2,1.01,0,1,1428
0.5,1,5,4,66.3,59.0,1,2,3,1.01,1,0,1428
0.4,1,2,1,62.3,56.0,1,1,1,1.01,1,0,1428
0.5,2,5,4,60.9,63.0,2,2,2,1.01,1,0,1428
0.6,1,8,3,63.9,56.0,1,2,2,1.01,1,0,1429
0.5,4,4,4,66.8,59.0,1,3,3,1.02,1,0,1430
0.5,1,6,1,62.6,57.0,1,1,1,1.0,1,3,1430
0.5,4,4,4,66.6,59.0,1,3,3,1.02,1,0,1430
0.5,2,6,2,61.9,59.0,1,2,2,1.01,1,0,1430
0.5,5,3,1,60.2,60.0,1,1,1,1.0,0,2,1430
0.7,8,5,4,64.9,57.0,1,2,2,1.01,1,0,1430
0.5,1,6,1,62.4,56.0,1,1,1,1.01,1,3,1431
0.5,1,6,4,64.6,58.0,2,1,2,1.0,1,2,1431
0.6,6,7,1,61.4,58.0,1,1,1,1.01,1,0,1431
0.5,2,6,2,60.7,61.0,1,2,1,1.01,1,1,1431
0.5,4,7,3,64.4,58.0,1,2,2,1.01,0,0,1433
0.5,5,6,4,64.6,57.0,1,3,2,1.0,1,0,1433
0.5,4,7,1,62.8,57.0,1,1,1,1.01,0,1,1433
0.5,4,7,1,63.2,57.0,1,1,1,1.0,1,0,1433
0.61,7,5,1,62.0,57.0,1,1,1,1.01,1,0,1434
0.5,5,7,1,60.8,60.0,1,1,1,1.0,1,0,1434
0.7,8,4,1,62.7,56.0,1,2,1,1.01,0,2,1434
0.71,7,8,1,60.4,57.0,1,1,1,1.01,1,0,1435
0.53,2,6,1,62.0,58.0,1,1,1,1.01,0,3,1435
0.5,1,5,1,61.2,59.0,1,1,1,1.0,1,3,1435
0.45,2,3,1,61.0,59.0,1,1,1,1.01,1,0,1435
0.5,4,7,2,60.1,58.0,1,2,2,1.01,0,0,1435
0.5,6,4,1,61.6,55.0,2,1,1,1.01,1,0,1435
0.5,1,6,4,63.9,61.0,2,2,2,1.01,0,1,1436
0.5,6,5,1,63.0,55.0,1,1,1,1.0,0,0,1436
0.5,4,7,1,62.5,59.0,1,1,1,1.01,0,0,1436
0.85,8,7,1,62.7,56.0,1,1,1,1.01,1,0,1437
0.53,2,5,1,63.0,56.0,1,1,1,1.0,1,3,1437
0.4,1,2,1,62.6,55.0,1,1,1,1.0,1,0,1438
0.5,2,7,2,60.9,61.0,1,2,1,1.0,1,0,1438
0.5,3,5,2,59.1,61.0,1,1,1,1.01,1,2,1438
0.5,2,7,1,62.1,59.0,1,2,1,1.0,1,1,1438
0.5,2,4,4,62.7,63.0,2,2,2,1.01,0,1,1440
0.5,1,6,3,63.8,59.0,1,2,2,1.01,1,0,1440
0.46,2,5,1,59.5,60.0,1,1,1,1.0,1,0,1440
0.51,2,4,3,64.1,59.0,1,1,2,1.01,0,2,1441
0.4,1,2,2,61.5,61.0,1,1,1,1.01,1,1,1441
0.5,3,7,2,60.9,60.0,1,2,1,1.01,1,0,1441
0.52,6,5,1,62.4,56.0,1,1,1,1.0,1,0,1442
0.5,5,7,1,61.3,58.0,1,1,1,1.01,1,0,1442
0.5,4,5,4,64.7,57.0,1,1,3,1.0,1,0,1442
0.5,6,3,1,61.9,60.0,1,1,1,1.01,1,3,1442
0.61,3,8,3,58.6,61.0,1,1,1,1.01,1,0,1442
0.5,1,5,4,66.4,59.0,1,1,3,1.01,1,1,1442
0.51,4,3,4,64.4,57.0,1,2,3,1.01,0,0,1442
0.5,1,6,1,61.7,60.0,1,1,1,1.62,1,3,1442
0.5,2,6,4,62.4,62.0,2,2,2,1.01,1,0,1443
0.5,1,7,4,60.6,65.0,1,3,2,1.02,1,0,1443
0.57,7,3,1,62.1,56.0,1,1,1,1.0,1,1,1443
0.7,8,5,3,63.8,57.0,1,2,2,1.01,1,0,1444
0.5,1,6,4,65.1,57.0,1,2,3,1.01,1,0,1444
0.6,1,7,2,59.3,60.0,1,1,2,1.0,1,3,1444
0.5,5,6,4,64.7,58.0,1,2,2,1.01,1,0,1444
0.71,8,7,2,60.1,62.0,1,1,1,1.01,1,0,1444
0.5,4,6,1,62.2,59.0,1,1,1,1.01,0,2,1444
0.8,7,8,5,66.2,60.0,2,2,3,1.01,1,1,1446
0.75,7,8,1,62.6,58.0,1,1,1,1.01,1,0,1446
0.5,4,7,3,58.9,61.0,1,1,1,1.0,0,0,1446
0.6,7,5,1,62.4,59.0,1,1,1,1.01,1,3,1446
0.5,6,5,1,62.5,59.0,1,1,1,1.01,1,0,1447
0.5,3,5,4,60.9,65.0,2,2,2,1.01,1,0,1447
0.5,3,6,3,64.5,57.0,1,2,2,1.01,0,0,1448
0.55,7,2,1,62.6,57.0,1,1,1,1.0,1,0,1448
0.5,3,4,3,64.2,55.0,1,2,2,1.0,0,1,1448
0.5,3,6,2,63.2,56.0,1,2,1,1.01,0,0,1448
0.5,2,6,4,64.7,57.0,1,2,2,1.02,1,1,1449
0.5,5,5,4,64.7,56.0,1,3,2,1.02,0,1,1449
0.72,8,5,1,62.6,57.0,1,1,1,1.01,1,3,1449
0.6,4,7,1,62.3,58.0,1,1,1,1.01,1,2,1449
0.5,6,5,1,62.7,57.0,1,1,1,1.01,1,0,1449
0.6,1,8,2,63.4,58.0,1,2,2,1.01,1,0,1450
0.6,2,7,3,62.9,61.0,1,2,2,1.01,1,3,1450
0.5,5,4,3,63.8,58.0,2,2,2,1.01,0,0,1450
0.5,4,6,1,61.6,59.0,1,2,1,1.01,1,0,1450
0.5,4,4,4,66.3,59.0,1,2,3,1.01,1,0,1451
0.5,5,5,4,65.4,56.0,1,3,2,1.02,1,0,1451
0.5,4,7,1,59.9,60.0,1,1,1,1.0,0,0,1453
0.7,8,6,1,62.1,57.0,1,1,1,1.01,1,0,1453
0.5,2,3,3,63.8,54.0,1,2,2,1.01,0,2,1453
0.5,2,6,2,62.1,57.0,2,1,2,1.0,1,1,1453
0.5,2,7,1,62.8,57.0,1,2,1,1.01,1,0,1453
0.5,4,4,1,63.3,58.0,1,1,1,1.01,1,3,1453
0.57,1,8,1,62.8,56.0,1,1,1,1.01,1,0,1454
0.5,1,6,3,62.4,61.0,1,2,2,1.01,1,0,1454
0.5,5,7,1,62.6,58.0,1,1,1,1.01,0,0,1454
0.56,5,4,1,62.3,56.0,1,1,1,1.01,1,2,1455
