,Shape,Price,Carat,Color,Clarity,Polish,Symmetry,Fluorescence,Depth,Table,L/W,Price/Ct,Culet,Stock No.,Delivery Date,Cut
9434,Cushion,"$6,241",1.20,F,VVS2,Excellent,Very Good,Faint,69.9,61.0,1.16,"$5,201",None,LD15732507,Apr 19,Good
9435,Princess,"$6,250",1.20,H,VVS1,Excellent,Very Good,None,72.0,74.0,1.04,"$5,208",None,LD15642594,Apr 19,Very Good
9436,Princess,"$6,254",1.11,G,SI1,Excellent,Very Good,None,74.8,71.0,1.04,"$5,634",None,LD03031506,Apr 19,Very Good
9437,Cushion,"$6,264",1.01,D,VVS2,Excellent,Very Good,None,66.4,61.0,1.03,"$6,202",None,LD15585130,Apr 19,Very Good
9438,Cushion,"$6,266",1.02,E,VS1,Excellent,Very Good,None,66.9,61.0,1.03,"$6,143",None,LD12864968,Apr 19,Very Good
9439,Princess,"$6,268",1.01,E,VVS1,Excellent,Very Good,None,75.2,73.0,1.02,"$6,206",None,LD14899433,Apr 19,Good
9440,Princess,"$6,268",1.01,E,VVS1,Excellent,Very Good,None,74.7,69.0,1.02,"$6,206",None,LD15395629,Apr 19,Very Good
9441,Princess,"$6,268",1.01,E,VVS1,Excellent,Very Good,None,68.2,72.0,1.02,"$6,206",None,LD15454376,Apr 19,Very Good
9442,Princess,"$6,273",1.20,F,VS2,Excellent,Very Good,Faint,70.1,70.0,1.00,"$5,228",None,LD13275335,Apr 19,Very Good
9443,Cushion,"$6,280",1.73,J,VS2,Excellent,Excellent,Strong,68.0,59.0,1.00,"$3,630",None,LD15443956,Apr 19,Very Good
9444,Cushion,"$6,286",1.01,F,IF,Excellent,Very Good,None,69.8,58.0,1.04,"$6,224",None,LD14002122,Apr 19,Good
9445,Princess,"$6,290",1.07,F,SI1,Excellent,Excellent,None,73.5,70.0,1.04,"$5,878",None,LD02749838,Apr 19,Very Good
9446,Cushion,"$6,293",1.02,G,VVS1,Very Good,Good,None,65.4,60.0,1.13,"$6,170",Very Small,LD02460664,Apr 19,Very Good
9447,Radiant,"$6,294",1.51,J,SI1,Excellent,Excellent,None,67.4,68.0,1.27,"$4,168",None,LD15642275,Apr 19,Very Good
9448,Cushion,"$6,296",1.50,H,SI2,Excellent,Excellent,None,68.0,61.0,1.00,"$4,197",None,LD14885179,Apr 19,Very Good
9449,Cushion,"$6,298",1.30,F,VS2,Excellent,Excellent,Medium,68.2,62.0,1.14,"$4,845",None,LD15592478,Apr 19,Very Good
9450,Cushion,"$6,300",1.01,D,VS2,Excellent,Very Good,Faint,67.0,59.0,1.15,"$6,238",Very Small,LD01897311,Apr 19,Very Good
9451,Cushion,"$6,215",1.40,I,SI1,Excellent,Excellent,None,69.9,60.0,1.10,"$4,439",None,LD14208966,Apr 16,Good
9452,Cushion,"$6,286",1.01,E,VVS2,Excellent,Very Good,Faint,67.3,62.0,1.10,"$6,224",None,LD01657301,Apr 15,Very Good
9453,Princess,"$6,313",0.91,E,VVS1,Excellent,Very Good,None,77.0,67.0,1.05,"$6,937",None,LD15050208,Apr 13,Astor Ideal
9454,Cushion,"$6,340",1.05,H,VVS2,Excellent,Excellent,None,71.4,56.0,1.00,"$6,038",None,LD14716460,Apr 13,Astor Ideal
9455,Cushion,"$6,369",1.01,G,VS2,Excellent,Excellent,None,72.4,57.0,1.00,"$6,306",None,LD14716454,Apr 13,Astor Ideal
9456,Princess,"$6,390",0.90,F,IF,Excellent,Excellent,None,69.2,71.0,1.01,"$7,100",None,LD01657220,Apr 15,Very Good
9457,Cushion,"$6,349",1.53,J,SI2,Very Good,Very Good,None,67.5,63.0,1.20,"$4,150",None,LD12938146,Apr 16,Very Good
9458,Cushion,"$6,349",1.20,G,VS2,Excellent,Excellent,None,69.7,65.0,1.03,"$5,291",None,LD14861524,Apr 16,Good
9459,Radiant,"$6,356",1.31,E,SI2,Excellent,Excellent,None,67.9,67.0,1.25,"$4,852",None,LD15621184,Apr 16,Very Good
9460,Radiant,"$6,366",1.27,G,SI1,Very Good,Very Good,None,68.4,70.0,1.36,"$5,013",None,LD13384644,Apr 16,Very Good
9461,Cushion,"$6,300",1.01,D,VS2,Excellent,Very Good,Faint,67.0,59.0,1.15,"$6,238",Very Small,LD01897311,Apr 19,Very Good
9462,Cushion,"$6,308",1.09,D,VS2,Excellent,Very Good,Medium,69.3,60.0,1.05,"$5,787",None,LD04364063,Apr 19,Very Good
9463,Princess,"$6,311",1.32,I,VS2,Good,Good,None,79.1,73.0,1.09,"$4,781",None,LD15177365,Apr 19,Good
9464,Cushion,"$6,312",1.33,E,SI1,Very Good,Good,None,69.5,62.0,1.20,"$4,746",None,LD14354171,Apr 19,Very Good
9465,Cushion,"$6,328",1.01,E,VVS2,Very Good,Good,None,69.6,65.0,1.11,"$6,265",None,LD11773320,Apr 19,Good
9466,Princess,"$6,329",1.55,G,SI2,Excellent,Very Good,None,71.6,72.0,1.00,"$4,083",None,LD14897601,Apr 19,Very Good
9467,Princess,"$6,343",1.01,F,VS2,Excellent,Very Good,None,74.1,69.0,1.04,"$6,280",None,LD02872009,Apr 19,Very Good
9468,Cushion,"$6,343",1.21,G,VS1,Excellent,Very Good,None,67.4,59.0,1.10,"$5,242",None,LD15619038,Apr 19,Very Good
9469,Cushion,"$6,349",1.20,E,VS1,Excellent,Excellent,None,69.8,61.0,1.00,"$5,291",None,LD15346063,Apr 19,Good
9470,Cushion,"$6,352",1.00,E,VVS2,Excellent,Very Good,None,67.8,64.0,1.12,"$6,352",None,LD03149935,Apr 19,Very Good
9471,Cushion,"$6,360",1.03,F,VS1,Very Good,Good,None,56.1,55.0,1.02,"$6,175",Small,LD02212615,Apr 19,Good
9472,Cushion,"$6,363",1.02,G,VS1,Excellent,Very Good,None,67.9,62.0,1.07,"$6,238",None,LD09394807,Apr 19,Very Good
9473,Princess,"$6,366",1.20,G,VS1,Excellent,Very Good,None,75.3,72.0,1.03,"$5,305",None,LD15346104,Apr 19,Good
9474,Princess,"$6,375",1.10,G,VS1,Excellent,Very Good,None,76.2,73.0,1.04,"$5,795",None,LD13069341,Apr 19,Good
9475,Cushion,"$6,379",1.20,G,VS1,Excellent,Excellent,None,68.7,63.0,1.09,"$5,316",None,LD14460180,Apr 19,Very Good
9476,Cushion,"$6,381",1.30,H,VS2,Excellent,Very Good,None,68.0,61.0,1.15,"$4,908",None,LD14241216,Apr 19,Very Good
9477,Cushion,"$6,385",1.51,J,VS1,Excellent,Excellent,Faint,69.6,63.0,1.10,"$4,228",None,LD14494823,Apr 19,Good
9478,Cushion,"$6,387",1.51,J,SI1,Excellent,Very Good,None,71.4,64.0,1.17,"$4,230",None,LD15282501,Apr 19,Good
9479,Cushion,"$6,390",1.31,H,VVS1,Excellent,Excellent,None,69.3,62.0,1.09,"$4,878",None,LD14955081,Apr 19,Very Good
9480,Cushion,"$6,395",1.30,H,SI1,Very Good,Good,Faint,69.3,67.0,1.04,"$4,919",None,LD15289779,Apr 19,Good
9481,Radiant,"$6,304",1.52,J,VS2,Very Good,Good,None,68.7,71.0,1.23,"$4,147",None,LD15558054,Apr 20,Very Good
9482,Cushion,"$6,321",1.04,F,VS1,Excellent,Very Good,Medium,67.0,63.0,1.13,"$6,078",None,LD14842518,Apr 20,Very Good
9483,Princess,"$6,382",1.01,D,VVS2,Very Good,Very Good,None,70.6,74.0,1.03,"$6,319",None,LD14954615,Apr 20,Very Good
9484,Cushion,"$6,395",1.20,F,VS1,Excellent,Excellent,None,68.3,64.0,1.05,"$5,329",None,LD15659995,Apr 20,Very Good
9485,Cushion,"$6,333",1.71,J,SI2,Very Good,Very Good,Medium,69.7,65.0,1.05,"$3,704",None,LD13250031,Apr 21,Good
9486,Radiant,"$6,303",1.27,E,SI2,Excellent,Very Good,None,65.7,73.0,1.23,"$4,963",None,LD15610193,Apr 23,Very Good
9487,Cushion,"$6,340",1.01,D,VVS1,Excellent,Very Good,Faint,69.1,61.0,1.04,"$6,277",None,LD14732869,Apr 26,Very Good
9488,Cushion,"$6,340",1.01,D,VVS1,Very Good,Very Good,Faint,69.7,60.0,1.09,"$6,277",None,LD15206019,Apr 26,Good
9489,Cushion,"$6,347",1.01,D,VVS1,Excellent,Very Good,Faint,70.6,57.0,1.24,"$6,284",None,LD15522587,Apr 26,Good
9490,Cushion,"$6,364",1.53,E,SI1,Excellent,Very Good,Strong,69.5,57.0,1.10,"$4,159",None,LD15009067,Apr 26,Very Good
9491,Cushion,"$6,398",1.73,K,VS2,Excellent,Very Good,None,69.1,60.0,1.07,"$3,698",None,LD15620092,Apr 26,Very Good
9492,Cushion,"$6,300",1.01,F,IF,Excellent,Very Good,Faint Blue,68.8,67.0,1.13,"$6,238",None,LD15135968,Apr 27,Good
9493,Radiant,"$6,322",1.00,E,VS1,Very Good,Good,None,72.3,60.0,1.21,"$6,322",None,LD14669301,Apr 27,Very Good
9494,Radiant,"$6,335",1.50,J,SI1,Excellent,Excellent,None,70.1,66.0,1.22,"$4,223",None,LD15683292,Apr 27,Very Good
9495,Cushion,"$6,336",1.02,D,VS1,Excellent,Very Good,None,61.3,62.0,1.10,"$6,212",None,LD13996256,Apr 27,Very Good
9496,Princess,"$6,384",1.00,E,VVS2,Very Good,Good,None,73.0,72.0,1.05,"$6,384",None,LD12870047,Apr 28,Very Good
9497,Radiant,"$6,392",1.51,J,SI2,Very Good,Excellent,None,72.3,68.0,1.28,"$4,233",None,LD14624526,Apr 28,Very Good
9498,Cushion,"$6,321",1.06,D,VVS1,Excellent,Excellent,Faint,67.8,63.0,1.03,"$5,963",None,LD15468593,Apr 30,Very Good
9499,Princess,"$6,341",1.21,D,VS1,Excellent,Excellent,Medium Blue,71.0,71.0,1.00,"$5,240",None,LD15626777,Apr 30,Very Good
9500,Cushion,"$6,302",1.20,G,VS1,Excellent,Excellent,None,68.8,62.0,1.11,"$5,252",None,LD15727114,May 26,Very Good
9501,Radiant,"$6,351",1.01,D,VS1,Excellent,Excellent,None,68.7,65.0,1.30,"$6,288",None,LD15455304,May 26,Very Good
9502,Radiant,"$6,356",1.03,E,VVS2,Excellent,Excellent,None,68.7,65.0,1.27,"$6,171",None,LD15455312,May 26,Very Good
9503,Cushion,"$6,392",1.20,D,VS1,Excellent,Very Good,Medium,66.1,67.0,1.14,"$5,327",None,LD15696700,May 26,Good
9504,Cushion,"$6,324",1.01,E,VVS1,Excellent,Very Good,None,68.1,60.0,1.00,"$6,261",None,LD15664857,May 27,Very Good
9505,Cushion,"$6,359",1.02,D,VVS1,Very Good,Very Good,None,66.8,60.0,1.10,"$6,234",None,LD15288359,May 27,Very Good
9506,Princess,"$6,303",1.03,E,VS1,Excellent,Excellent,None,72.7,71.0,1.00,"$6,119",None,LD15545988,May 28,Very Good
9507,Cushion,"$6,313",1.00,D,VS1,Excellent,Excellent,None,68.2,59.0,1.02,"$6,313",None,LD15701141,May 28,Very Good
9508,Princess,"$6,315",0.93,E,IF,Excellent,Very Good,None,69.2,71.0,1.00,"$6,790",None,LD15420422,May 28,Very Good
9509,Radiant,"$6,328",1.00,E,VVS1,Excellent,Very Good,None,68.8,64.0,1.26,"$6,328",None,LD15698476,May 28,Very Good
9510,Cushion,"$6,346",1.09,D,VVS2,Excellent,Excellent,Faint,68.3,59.0,1.02,"$5,822",None,LD15378676,May 28,Very Good
9511,Cushion,"$6,353",1.01,D,VVS2,Excellent,Excellent,None,67.9,62.0,1.08,"$6,290",None,LD15329047,May 28,Very Good
9512,Cushion,"$6,367",1.50,F,SI2,Excellent,Very Good,None,70.4,66.0,1.07,"$4,245",None,LD12873037,May 28,Good
9513,Cushion,"$6,378",1.00,D,VVS2,Excellent,Excellent,None,67.8,62.0,1.03,"$6,378",None,LD15411535,May 28,Very Good
9514,Cushion,"$6,378",1.00,D,VVS2,Excellent,Excellent,None,68.2,59.0,1.02,"$6,378",None,LD15547614,May 28,Very Good
9515,Cushion,"$6,383",1.01,D,VVS2,Excellent,Excellent,None,66.9,60.0,1.04,"$6,320",None,LD15378682,May 28,Very Good
9516,Princess,"$6,301",1.50,J,VS2,Excellent,Very Good,None,72.8,72.0,1.02,"$4,201",None,LD15148861,Jun 1,Very Good
9517,Princess,"$6,353",1.01,F,VVS1,Excellent,Very Good,None,72.6,71.0,1.00,"$6,290",None,LD15687098,Jun 1,Very Good
9518,Cushion,"$6,333",1.33,G,VS2,Excellent,Very Good,Medium,67.8,58.0,1.00,"$4,762",None,LD15522269,Jun 2,Very Good
9519,Radiant,"$6,349",1.20,G,VS2,Excellent,Very Good,None,68.2,66.0,1.27,"$5,291",None,LD15674217,Jun 4,Very Good
9520,Cushion,"$6,364",1.30,H,IF,Excellent,Excellent,None,72.7,59.0,1.04,"$4,895",None,LD15727978,Jun 4,Good
9521,Radiant,"$6,450",1.01,D,VVS2,Excellent,Excellent,None,68.0,67.0,1.29,"$6,386",None,LD15073667,Jun 2,Very Good
9522,Radiant,"$6,420",1.30,H,VS2,Excellent,Very Good,None,64.9,71.0,1.26,"$4,938",None,LD15691358,Jun 1,Very Good
9523,Princess,"$6,432",1.00,D,VVS2,Excellent,Very Good,Faint,72.6,70.0,1.00,"$6,432",None,LD15706640,Jun 1,Very Good
9524,Cushion,"$6,436",1.01,E,IF,Excellent,Excellent,None,69.2,61.0,1.08,"$6,372",None,LD15699302,Jun 1,Very Good
9525,Princess,"$6,460",1.20,G,VS2,Excellent,Very Good,None,72.8,72.0,1.01,"$5,383",None,LD15699190,Jun 1,Very Good
9526,Cushion,"$6,401",1.24,F,VS2,Excellent,Excellent,None,68.0,61.0,1.11,"$5,162",None,LD15696943,May 28,Very Good
9527,Cushion,"$6,407",1.00,D,VVS2,Excellent,Excellent,None,67.9,62.0,1.00,"$6,407",None,LD15276842,May 28,Very Good
9528,Princess,"$6,432",1.51,I,SI2,Excellent,Excellent,None,78.1,71.0,1.04,"$4,260",None,LD15377025,May 28,Good
9529,Cushion,"$6,436",1.00,D,VVS2,Excellent,Excellent,None,63.5,62.0,1.04,"$6,436",None,LD15457310,May 28,Very Good
9530,Cushion,"$6,462",1.00,D,VVS1,Very Good,Very Good,None,68.5,57.0,1.12,"$6,462",None,LD15437876,May 28,Very Good
9531,Cushion,"$6,462",1.00,D,VVS1,Excellent,Excellent,Medium,68.2,60.0,1.06,"$6,462",None,LD15688481,May 28,Very Good
9532,Cushion,"$6,466",1.00,E,VVS1,Excellent,Excellent,None,68.1,62.0,1.14,"$6,466",None,LD15112525,May 28,Very Good
9533,Cushion,"$6,466",1.00,E,VVS1,Excellent,Excellent,None,66.9,60.0,1.15,"$6,466",None,LD15198774,May 28,Very Good
9534,Princess,"$6,473",1.09,G,VS1,Excellent,Excellent,None,72.4,71.0,1.01,"$5,939",None,LD15701675,May 28,Very Good
9535,Cushion,"$6,487",1.51,F,SI2,Excellent,Excellent,None,66.4,62.0,1.05,"$4,296",None,LD14950571,May 28,Very Good
9536,Princess,"$6,493",1.00,D,VS1,Excellent,Excellent,None,72.4,71.0,1.01,"$6,493",None,LD15688947,May 28,Very Good
9537,Cushion,"$6,496",1.21,E,VS2,Excellent,Excellent,None,67.8,64.0,1.01,"$5,369",None,LD15646246,May 27,Very Good
9538,Radiant,"$6,414",1.02,D,VS1,Excellent,Excellent,None,67.0,64.0,1.29,"$6,288",None,LD15548024,May 26,Very Good
9539,Cushion,"$6,446",1.50,I,SI1,Excellent,Excellent,None,68.8,61.0,1.00,"$4,297",None,LD15503188,May 26,Very Good
9540,Princess,"$6,446",1.08,D,VVS2,Excellent,Excellent,None,72.7,72.0,1.01,"$5,969",None,LD15638265,Apr 30,Very Good
9541,Princess,"$6,431",1.01,F,VVS1,Excellent,Very Good,None,71.5,72.0,1.04,"$6,367",None,LD03179433,Apr 28,Very Good
9542,Radiant,"$6,424",1.00,D,VS2,Very Good,Very Good,None,71.4,65.0,1.23,"$6,424",None,LD14669287,Apr 27,Very Good
9543,Cushion,"$6,425",1.34,H,SI1,Very Good,Very Good,None,68.5,62.0,1.06,"$4,795",None,LD14669239,Apr 27,Very Good
9544,Cushion,"$6,437",1.51,I,SI1,Excellent,Very Good,Faint,72.0,59.0,1.20,"$4,263",None,LD15149850,Apr 26,Good
9545,Cushion,"$6,491",1.20,E,VVS1,Excellent,Very Good,Strong,70.7,59.0,1.11,"$5,409",None,LD14785121,Apr 26,Good
9546,Cushion,"$6,460",1.51,I,SI2,Very Good,Good,None,69.7,69.0,1.02,"$4,278",None,LD13638208,Apr 21,Good
9547,Cushion,"$6,460",1.51,I,SI2,Excellent,Excellent,None,67.4,60.0,1.05,"$4,278",None,LD15621230,Apr 20,Very Good
9548,Cushion,"$6,460",1.30,G,VS2,Excellent,Excellent,None,67.7,61.0,1.04,"$4,969",None,LD15648531,Apr 20,Very Good
9549,Cushion,"$6,466",1.79,J,SI1,Excellent,Very Good,None,68.0,61.0,1.10,"$3,612",None,LD15016497,Apr 20,Very Good
9550,Princess,"$6,483",1.50,H,SI2,Excellent,Very Good,None,74.4,73.0,1.03,"$4,322",None,LD13402653,Apr 20,Very Good
9551,Cushion,"$6,485",1.40,F,SI1,Excellent,Excellent,None,71.5,59.0,1.00,"$4,632",None,LD15533536,Apr 20,Good
9552,Cushion,"$6,402",1.21,G,VS2,Very Good,Good,Medium Blue,69.6,66.0,1.06,"$5,291",None,LD13959791,Apr 19,Good
9553,Princess,"$6,405",1.02,F,VS2,Excellent,Excellent,None,74.0,72.0,1.02,"$6,279",None,LD03149800,Apr 19,Very Good
9554,Cushion,"$6,408",1.30,H,VS1,Excellent,Excellent,None,68.5,61.0,1.00,"$4,929",None,LD15749616,Apr 19,Very Good
9555,Cushion,"$6,410",1.05,D,VVS1,Excellent,Excellent,Faint,69.1,61.0,1.15,"$6,105",None,LD15559633,Apr 19,Very Good
9556,Cushion,"$6,411",1.30,F,SI1,Excellent,Excellent,None,68.6,65.0,1.00,"$4,932",None,LD15233254,Apr 19,Very Good
9557,Cushion,"$6,419",1.07,F,VS2,Excellent,Excellent,None,67.9,59.0,1.05,"$5,999",None,LD06037329,Apr 19,Very Good
9558,Princess,"$6,428",1.50,F,SI2,Excellent,Very Good,None,78.6,71.0,1.01,"$4,285",None,LD14905226,Apr 19,Good
9559,Cushion,"$6,431",1.50,H,SI1,Excellent,Very Good,None,71.9,58.0,1.09,"$4,287",None,LD15305986,Apr 19,Good
9560,Princess,"$6,431",1.01,F,VVS1,Excellent,Excellent,None,74.7,72.0,1.01,"$6,367",None,LD15750711,Apr 19,Very Good
9561,Cushion,"$6,434",1.21,G,VS2,Excellent,Very Good,None,69.1,59.0,1.12,"$5,317",None,LD09582256,Apr 19,Very Good
9562,Cushion,"$6,437",1.53,I,SI2,Very Good,Very Good,None,68.6,66.0,1.01,"$4,207",None,LD12420703,Apr 19,Very Good
9563,Cushion,"$6,455",1.51,J,VS2,Excellent,Good,None,69.2,68.0,1.20,"$4,275",None,LD14825049,Apr 19,Good
9564,Cushion,"$6,456",1.20,D,SI1,Very Good,Good,None,69.8,67.0,1.10,"$5,380",None,LD13959756,Apr 19,Good
9565,Cushion,"$6,456",1.20,E,VS1,Very Good,Excellent,None,67.9,58.0,1.15,"$5,380",None,LD14660720,Apr 19,Very Good
9566,Cushion,"$6,456",1.20,E,VS1,Excellent,Excellent,Faint,69.8,60.0,1.07,"$5,380",None,LD15346062,Apr 19,Good
9567,Cushion,"$6,460",1.51,I,SI2,Excellent,Excellent,None,67.5,62.0,1.17,"$4,278",None,LD15233352,Apr 19,Very Good
9568,Princess,"$6,468",1.03,F,VS2,Excellent,Very Good,None,70.1,73.0,1.02,"$6,280",None,LD02872012,Apr 19,Very Good
9569,Princess,"$6,468",1.03,F,VS2,Excellent,Excellent,None,73.1,70.0,1.04,"$6,280",None,LD03029027,Apr 19,Very Good
9570,Princess,"$6,478",1.20,E,VS2,Excellent,Excellent,None,72.6,72.0,1.01,"$5,398",None,LD14407345,Apr 19,Very Good
9571,Princess,"$6,482",1.20,E,VS2,Excellent,Very Good,None,73.3,75.0,1.01,"$5,402",None,LD15346073,Apr 19,Very Good
9572,Radiant,"$6,489",1.30,H,SI1,Excellent,Excellent,None,68.5,68.0,1.27,"$4,992",None,LD15383923,Apr 19,Very Good
9573,Princess,"$6,492",1.06,E,VS2,Very Good,Very Good,None,72.8,73.0,1.00,"$6,125",None,LD03137752,Apr 19,Very Good
9574,Cushion,"$6,494",1.21,H,VVS2,Excellent,Excellent,None,69.8,60.0,1.00,"$5,367",None,LD12676913,Apr 19,Good
9575,Radiant,"$6,499",1.20,F,VS2,Excellent,Excellent,None,71.1,62.0,1.30,"$5,416",None,LD14815614,Apr 19,Very Good
9576,Radiant,"$6,499",1.20,G,VS1,Very Good,Very Good,None,71.0,69.0,1.30,"$5,416",None,LD15514742,Apr 19,Very Good
9577,Radiant,"$6,499",1.07,E,VS1,Good,Good,Faint,63.1,65.0,1.57,"$6,074",None,LD15592396,Apr 19,Very Good
9578,Cushion,"$6,448",1.31,E,VS2,Excellent,Very Good,Strong Blue,68.6,68.0,1.09,"$4,922",None,LD02432310,Apr 16,Good
9579,Cushion,"$6,410",1.31,I,VS1,Excellent,Very Good,Medium,70.8,56.0,1.10,"$4,893",None,LD04371205,Apr 15,Good
9580,Cushion,"$6,509",1.03,D,VS2,Excellent,Very Good,None,72.3,57.0,1.04,"$6,319",None,LD11453648,Apr 13,Astor Ideal
9581,Cushion,"$6,585",1.01,E,VVS2,Excellent,Very Good,Faint,68.0,58.0,1.15,"$6,520",None,LD02084681,Apr 15,Very Good
9582,Radiant,"$6,586",1.01,E,VS1,Excellent,Excellent,None,68.3,65.0,1.01,"$6,521",None,LD04192584,Apr 15,Very Good
9583,Princess,"$6,589",0.90,E,VVS1,Excellent,Excellent,None,70.0,76.0,1.02,"$7,321",None,LD04371217,Apr 15,Very Good
9584,Princess,"$6,597",1.00,F,VVS2,Excellent,Excellent,None,71.6,71.0,1.02,"$6,597",None,LD15074714,Apr 15,Very Good
9585,Radiant,"$6,534",1.26,F,SI1,Excellent,Very Good,None,69.5,66.0,1.02,"$5,186",None,LD01345733,Apr 16,Very Good
9586,Princess,"$6,568",1.30,H,VS2,Very Good,Very Good,None,74.2,71.0,1.01,"$5,052",None,LD13265460,Apr 16,Very Good
9587,Cushion,"$6,591",1.70,K,SI1,Excellent,Excellent,None,68.2,62.0,1.07,"$3,877",None,LD14686780,Apr 16,Very Good
9588,Radiant,"$6,506",1.30,I,IF,Excellent,Excellent,None,68.8,68.0,1.30,"$5,005",None,LD14945501,Apr 19,Very Good
9589,Radiant,"$6,509",1.30,H,VS1,Very Good,Good,None,73.1,74.0,1.14,"$5,007",None,LD09582258,Apr 19,Very Good
9590,Radiant,"$6,514",1.02,D,VVS2,Very Good,Excellent,Faint,69.0,64.0,1.33,"$6,386",None,LD15535337,Apr 19,Very Good
9591,Cushion,"$6,515",1.50,I,SI1,Excellent,Very Good,Faint,66.8,60.0,1.06,"$4,343",None,LD15744176,Apr 19,Very Good
9592,Radiant,"$6,528",1.12,E,VS1,Very Good,Very Good,None,70.1,73.0,1.11,"$5,829",None,LD13534648,Apr 19,Very Good
9593,Cushion,"$6,528",1.51,J,VVS2,Excellent,Excellent,Faint,67.6,67.0,1.13,"$4,323",None,LD15313228,Apr 19,Good
9594,Princess,"$6,530",1.21,G,VVS2,Excellent,Excellent,None,72.7,73.0,1.02,"$5,397",None,LD15727385,Apr 19,Very Good
9595,Cushion,"$6,531",1.60,J,VS2,Excellent,Very Good,None,67.8,59.0,1.05,"$4,082",None,LD15025713,Apr 19,Very Good
9596,Princess,"$6,534",1.07,E,VS1,Very Good,Excellent,None,70.8,72.0,1.02,"$6,107",None,LD05995908,Apr 19,Very Good
9597,Cushion,"$6,536",1.70,I,SI2,Excellent,Very Good,None,70.1,59.0,1.14,"$3,845",None,LD14858007,Apr 19,Good
9598,Cushion,"$6,538",1.50,J,VS1,Excellent,Excellent,None,68.5,62.0,1.10,"$4,359",None,LD15409395,Apr 19,Very Good
9599,Princess,"$6,559",1.51,I,SI2,Excellent,Very Good,None,74.5,73.0,1.00,"$4,344",None,LD14752495,Apr 19,Very Good
9600,Princess,"$6,572",1.04,E,VVS1,Very Good,Good,None,72.8,81.0,1.05,"$6,319",None,LD11714045,Apr 19,Good
9601,Cushion,"$6,578",1.22,F,VS1,Excellent,Excellent,None,67.9,61.0,1.13,"$5,392",None,LD15476348,Apr 20,Very Good
9602,Radiant,"$6,579",1.27,G,VS1,Excellent,Excellent,Faint,69.7,66.0,1.28,"$5,180",None,LD15419163,Apr 20,Very Good
9603,Princess,"$6,513",2.00,K,SI2,Excellent,Very Good,None,74.0,72.0,1.01,"$3,256",None,LD15565528,Apr 23,Very Good
9604,Radiant,"$6,562",1.50,E,SI2,Excellent,Excellent,None,67.8,65.0,1.03,"$4,375",None,LD15396000,Apr 23,Very Good
9605,Cushion,"$6,504",1.34,H,SI1,Excellent,Very Good,None,68.9,65.0,1.12,"$4,854",None,LD14764835,Apr 27,Very Good
9606,Princess,"$6,525",1.29,G,SI1,Excellent,Very Good,None,71.8,71.0,1.01,"$5,058",None,LD14669670,Apr 27,Very Good
9607,Cushion,"$6,501",1.01,D,VS1,Excellent,Excellent,None,68.3,62.0,1.06,"$6,437",None,LD15296818,Apr 28,Very Good
9608,Radiant,"$6,510",1.10,F,VVS2,Good,Good,None,67.3,73.0,1.11,"$5,918",None,LD13411272,Apr 28,Very Good
9609,Cushion,"$6,556",1.27,F,VS1,Very Good,Good,Medium,68.5,69.0,1.01,"$5,162",None,LD14842999,Apr 28,Good
9610,Cushion,"$6,502",1.10,E,VVS1,Excellent,Excellent,Faint,69.4,66.0,1.28,"$5,911",None,LD15353694,May 26,Very Good
9611,Princess,"$6,502",1.01,F,IF,Excellent,Excellent,None,68.4,74.0,1.05,"$6,438",None,LD15465818,May 26,Very Good
9612,Cushion,"$6,521",1.50,J,VS1,Excellent,Excellent,None,68.2,64.0,1.05,"$4,347",None,LD15481802,May 26,Very Good
9613,Cushion,"$6,531",1.51,I,SI2,Excellent,Excellent,None,67.7,60.0,1.03,"$4,325",None,LD14885633,May 26,Very Good
9614,Cushion,"$6,590",1.20,E,VVS2,Excellent,Excellent,Medium,61.3,66.0,1.23,"$5,492",None,LD15587372,May 26,Very Good
9615,Princess,"$6,507",1.02,E,VS1,Excellent,Excellent,None,71.7,70.0,1.01,"$6,379",None,LD15708344,May 28,Very Good
9616,Cushion,"$6,516",1.01,F,VVS1,Excellent,Excellent,None,68.1,58.0,1.14,"$6,451",None,LD15590414,May 28,Very Good
9617,Princess,"$6,532",1.00,F,VVS2,Excellent,Excellent,None,72.8,69.0,1.01,"$6,532",None,LD15697619,May 28,Very Good
9618,Princess,"$6,549",1.03,F,VVS2,Excellent,Excellent,None,72.4,71.0,1.01,"$6,358",None,LD15545943,May 28,Very Good
9619,Cushion,"$6,553",1.00,D,VVS2,Excellent,Excellent,None,68.0,59.0,1.05,"$6,553",None,LD15607291,May 28,Very Good
9620,Princess,"$6,597",1.50,J,VS1,Excellent,Excellent,None,75.0,71.0,1.01,"$4,398",None,LD15699197,Jun 1,Very Good
9621,Princess,"$6,502",1.01,F,IF,Excellent,Very Good,None,75.6,74.0,1.04,"$6,438",None,LD15641840,Jun 2,Good
9622,Radiant,"$6,503",1.00,E,VVS1,Excellent,Excellent,None,66.1,66.0,1.35,"$6,503",None,LD15475979,Jun 2,Very Good
9623,Radiant,"$6,532",1.24,E,SI1,Excellent,Excellent,None,68.9,67.0,1.30,"$5,268",None,LD15073692,Jun 2,Very Good
9624,Cushion,"$6,514",1.02,E,VVS1,Excellent,Excellent,None,66.7,63.0,1.05,"$6,386",None,LD15752996,Jun 4,Very Good
